"Date","variable","value"
2020-05-17,"Government Response Index",67.97
2020-05-18,"Government Response Index",67.97
2020-05-19,"Government Response Index",67.97
2020-05-20,"Government Response Index",67.97
2020-05-21,"Government Response Index",69.53
2020-05-22,"Government Response Index",67.45
2020-05-23,"Government Response Index",67.45
2020-05-24,"Government Response Index",67.45
2020-05-25,"Government Response Index",67.45
2020-05-26,"Government Response Index",65.36
2020-05-27,"Government Response Index",63.28
2020-05-28,"Government Response Index",63.28
2020-05-29,"Government Response Index",63.28
2020-05-30,"Government Response Index",63.28
2020-05-31,"Government Response Index",63.28
2020-06-01,"Government Response Index",62.5
2020-06-02,"Government Response Index",62.5
2020-06-03,"Government Response Index",62.5
2020-06-04,"Government Response Index",62.5
2020-06-05,"Government Response Index",62.5
2020-06-06,"Government Response Index",62.5
2020-06-07,"Government Response Index",62.5
2020-06-08,"Government Response Index",57.29
2020-06-09,"Government Response Index",57.29
2020-06-10,"Government Response Index",57.29
2020-06-11,"Government Response Index",57.29
2020-06-12,"Government Response Index",57.29
2020-06-13,"Government Response Index",57.29
2020-06-14,"Government Response Index",57.29
2020-06-15,"Government Response Index",57.29
2020-06-16,"Government Response Index",57.29
2020-06-17,"Government Response Index",57.29
2020-06-18,"Government Response Index",57.29
2020-06-19,"Government Response Index",57.29
2020-06-20,"Government Response Index",57.29
2020-06-21,"Government Response Index",48.18
2020-06-22,"Government Response Index",48.18
2020-06-23,"Government Response Index",48.18
2020-06-24,"Government Response Index",48.18
2020-06-25,"Government Response Index",48.18
2020-06-26,"Government Response Index",48.18
2020-06-27,"Government Response Index",48.18
2020-06-28,"Government Response Index",48.18
2020-06-29,"Government Response Index",48.18
2020-06-30,"Government Response Index",48.18
2020-07-01,"Government Response Index",48.18
2020-07-02,"Government Response Index",48.18
2020-07-03,"Government Response Index",48.18
2020-07-04,"Government Response Index",57.03
2020-07-05,"Government Response Index",57.03
2020-07-06,"Government Response Index",57.03
2020-07-07,"Government Response Index",57.03
2020-07-08,"Government Response Index",57.03
2020-07-09,"Government Response Index",57.03
2020-07-10,"Government Response Index",57.03
2020-07-11,"Government Response Index",57.03
2020-07-12,"Government Response Index",57.03
2020-07-13,"Government Response Index",57.03
2020-07-14,"Government Response Index",57.03
2020-07-15,"Government Response Index",61.2
2020-07-16,"Government Response Index",61.2
2020-07-17,"Government Response Index",61.2
2020-07-18,"Government Response Index",61.2
2020-07-19,"Government Response Index",61.2
2020-07-20,"Government Response Index",61.2
2020-07-21,"Government Response Index",61.2
2020-07-22,"Government Response Index",61.2
2020-07-23,"Government Response Index",61.2
2020-07-24,"Government Response Index",61.2
2020-07-25,"Government Response Index",61.2
2020-07-26,"Government Response Index",61.2
2020-07-27,"Government Response Index",61.2
2020-07-28,"Government Response Index",61.2
2020-07-29,"Government Response Index",61.2
2020-07-30,"Government Response Index",61.2
2020-07-31,"Government Response Index",61.2
2020-08-01,"Government Response Index",61.2
2020-08-02,"Government Response Index",61.2
2020-08-03,"Government Response Index",61.2
2020-08-04,"Government Response Index",61.2
2020-08-05,"Government Response Index",61.2
2020-08-06,"Government Response Index",61.2
2020-08-07,"Government Response Index",61.2
2020-08-08,"Government Response Index",61.2
2020-08-09,"Government Response Index",61.2
2020-08-10,"Government Response Index",59.11
2020-08-11,"Government Response Index",59.11
2020-08-12,"Government Response Index",59.11
2020-08-13,"Government Response Index",59.11
2020-08-14,"Government Response Index",60.16
2020-08-15,"Government Response Index",60.16
2020-08-16,"Government Response Index",60.16
2020-08-17,"Government Response Index",60.16
2020-08-18,"Government Response Index",60.16
2020-08-19,"Government Response Index",60.16
2020-08-20,"Government Response Index",60.16
2020-08-21,"Government Response Index",60.16
2020-08-22,"Government Response Index",60.16
2020-08-23,"Government Response Index",60.16
2020-08-24,"Government Response Index",60.16
2020-08-25,"Government Response Index",60.16
2020-08-26,"Government Response Index",60.16
2020-08-27,"Government Response Index",60.16
2020-08-28,"Government Response Index",60.16
2020-08-29,"Government Response Index",60.16
2020-08-30,"Government Response Index",60.16
2020-08-31,"Government Response Index",60.16
2020-09-01,"Government Response Index",60.16
2020-09-02,"Government Response Index",60.16
2020-09-03,"Government Response Index",60.16
2020-09-04,"Government Response Index",60.16
2020-09-05,"Government Response Index",60.16
2020-09-06,"Government Response Index",60.16
2020-09-07,"Government Response Index",59.11
2020-09-08,"Government Response Index",59.11
2020-09-09,"Government Response Index",59.11
2020-09-10,"Government Response Index",59.11
2020-09-11,"Government Response Index",59.11
2020-09-12,"Government Response Index",59.11
2020-09-13,"Government Response Index",59.11
2020-09-14,"Government Response Index",59.11
2020-09-15,"Government Response Index",59.11
2020-09-16,"Government Response Index",59.11
2020-09-17,"Government Response Index",59.11
2020-09-18,"Government Response Index",59.11
2020-09-19,"Government Response Index",59.11
2020-09-20,"Government Response Index",59.11
2020-09-21,"Government Response Index",59.11
2020-09-22,"Government Response Index",59.11
2020-09-23,"Government Response Index",59.11
2020-09-24,"Government Response Index",59.11
2020-09-25,"Government Response Index",59.11
2020-09-26,"Government Response Index",59.11
2020-09-27,"Government Response Index",59.11
2020-09-28,"Government Response Index",59.11
2020-09-29,"Government Response Index",59.11
2020-09-30,"Government Response Index",59.11
2020-10-01,"Government Response Index",59.11
2020-10-02,"Government Response Index",59.11
2020-10-03,"Government Response Index",59.11
2020-10-04,"Government Response Index",59.11
2020-10-05,"Government Response Index",59.11
2020-10-06,"Government Response Index",59.11
2020-10-07,"Government Response Index",61.2
2020-10-08,"Government Response Index",61.2
2020-10-09,"Government Response Index",61.2
2020-10-10,"Government Response Index",61.2
2020-10-11,"Government Response Index",61.2
2020-10-12,"Government Response Index",61.2
2020-10-13,"Government Response Index",62.76
2020-10-14,"Government Response Index",62.76
2020-10-15,"Government Response Index",62.76
2020-10-16,"Government Response Index",62.76
2020-10-17,"Government Response Index",62.76
2020-10-18,"Government Response Index",62.76
2020-10-19,"Government Response Index",62.76
2020-10-20,"Government Response Index",62.76
2020-10-21,"Government Response Index",62.76
2020-10-22,"Government Response Index",59.64
2020-10-23,"Government Response Index",59.64
2020-10-24,"Government Response Index",59.64
2020-10-25,"Government Response Index",66.67
2020-10-26,"Government Response Index",66.67
2020-10-27,"Government Response Index",66.67
2020-10-28,"Government Response Index",66.67
2020-10-29,"Government Response Index",66.67
2020-10-30,"Government Response Index",66.67
2020-10-31,"Government Response Index",66.67
2020-11-01,"Government Response Index",66.67
2020-11-02,"Government Response Index",66.67
2020-11-03,"Government Response Index",66.67
2020-11-04,"Government Response Index",66.67
2020-11-05,"Government Response Index",66.67
2020-11-06,"Government Response Index",66.67
2020-11-07,"Government Response Index",66.67
2020-11-08,"Government Response Index",66.67
2020-11-09,"Government Response Index",66.67
2020-11-10,"Government Response Index",66.67
2020-11-11,"Government Response Index",66.67
2020-11-12,"Government Response Index",66.67
2020-11-13,"Government Response Index",66.67
2020-11-14,"Government Response Index",66.67
2020-11-15,"Government Response Index",66.67
2020-11-16,"Government Response Index",66.67
2020-11-17,"Government Response Index",66.67
2020-11-18,"Government Response Index",66.67
2020-11-19,"Government Response Index",66.67
2020-11-20,"Government Response Index",66.67
2020-11-21,"Government Response Index",66.67
2020-11-22,"Government Response Index",66.67
2020-11-23,"Government Response Index",66.67
2020-11-24,"Government Response Index",66.67
2020-11-25,"Government Response Index",66.67
2020-11-26,"Government Response Index",66.67
2020-11-27,"Government Response Index",66.67
2020-11-28,"Government Response Index",66.67
2020-11-29,"Government Response Index",66.67
2020-11-30,"Government Response Index",66.67
2020-12-01,"Government Response Index",66.67
2020-12-02,"Government Response Index",66.67
2020-12-03,"Government Response Index",66.67
2020-12-04,"Government Response Index",66.67
2020-12-05,"Government Response Index",66.67
2020-12-06,"Government Response Index",66.67
2020-12-07,"Government Response Index",66.67
2020-12-08,"Government Response Index",66.67
2020-12-09,"Government Response Index",66.67
2020-12-10,"Government Response Index",66.67
2020-12-11,"Government Response Index",66.67
2020-12-12,"Government Response Index",66.67
2020-12-13,"Government Response Index",66.67
2020-12-14,"Government Response Index",66.67
2020-12-15,"Government Response Index",66.67
2020-12-16,"Government Response Index",66.67
2020-12-17,"Government Response Index",66.67
2020-12-18,"Government Response Index",66.67
2020-12-19,"Government Response Index",66.67
2020-12-20,"Government Response Index",66.67
2020-12-21,"Government Response Index",66.67
2020-12-22,"Government Response Index",66.67
2020-12-23,"Government Response Index",70.83
2020-12-24,"Government Response Index",70.83
2020-12-25,"Government Response Index",70.83
2020-12-26,"Government Response Index",70.83
2020-12-27,"Government Response Index",73.33
2020-12-28,"Government Response Index",73.33
2020-12-29,"Government Response Index",73.33
2020-12-30,"Government Response Index",73.33
2020-12-31,"Government Response Index",73.33
2021-01-01,"Government Response Index",73.33
2021-01-02,"Government Response Index",73.33
2021-01-03,"Government Response Index",73.33
2021-01-04,"Government Response Index",73.33
2021-01-05,"Government Response Index",73.33
2021-01-06,"Government Response Index",73.33
2021-01-07,"Government Response Index",69.17
2021-01-08,"Government Response Index",69.17
2021-01-09,"Government Response Index",69.17
2021-01-10,"Government Response Index",69.17
2021-01-11,"Government Response Index",69.17
2021-01-12,"Government Response Index",69.17
2021-01-13,"Government Response Index",69.17
2021-01-14,"Government Response Index",69.17
2021-01-15,"Government Response Index",69.17
2021-01-16,"Government Response Index",69.17
2021-01-17,"Government Response Index",69.17
2021-01-18,"Government Response Index",69.17
2021-01-19,"Government Response Index",69.17
2021-01-20,"Government Response Index",69.17
2021-01-21,"Government Response Index",69.17
2021-01-22,"Government Response Index",69.17
2021-01-23,"Government Response Index",69.17
2021-01-24,"Government Response Index",69.17
2021-01-25,"Government Response Index",69.17
2021-01-26,"Government Response Index",69.17
2021-01-27,"Government Response Index",69.17
2021-01-28,"Government Response Index",69.17
2021-01-29,"Government Response Index",69.17
2021-01-30,"Government Response Index",69.17
2021-01-31,"Government Response Index",69.17
2021-02-01,"Government Response Index",69.17
2021-02-02,"Government Response Index",69.17
2021-02-03,"Government Response Index",69.17
2021-02-04,"Government Response Index",69.17
2021-02-05,"Government Response Index",69.17
2021-02-06,"Government Response Index",69.17
2021-02-07,"Government Response Index",69.17
2021-02-08,"Government Response Index",69.17
2021-02-09,"Government Response Index",69.17
2021-02-10,"Government Response Index",69.17
2021-02-11,"Government Response Index",69.17
2021-02-12,"Government Response Index",69.17
2021-02-13,"Government Response Index",69.17
2021-02-14,"Government Response Index",69.17
2021-02-15,"Government Response Index",69.17
2021-02-16,"Government Response Index",69.17
2021-02-17,"Government Response Index",69.17
2021-02-18,"Government Response Index",69.17
2021-02-19,"Government Response Index",67.6
2021-02-20,"Government Response Index",67.6
2021-02-21,"Government Response Index",67.6
2021-02-22,"Government Response Index",67.6
2021-02-23,"Government Response Index",67.6
2021-02-24,"Government Response Index",67.6
2021-02-25,"Government Response Index",67.6
2021-02-26,"Government Response Index",67.6
2021-02-27,"Government Response Index",67.6
2021-02-28,"Government Response Index",67.6
2021-03-01,"Government Response Index",67.6
2021-03-02,"Government Response Index",67.6
2021-03-03,"Government Response Index",67.6
2021-03-04,"Government Response Index",67.6
2021-03-05,"Government Response Index",67.6
2021-03-06,"Government Response Index",67.6
2021-03-07,"Government Response Index",67.6
2021-03-08,"Government Response Index",67.6
2021-03-09,"Government Response Index",67.6
2021-03-10,"Government Response Index",67.6
2021-03-11,"Government Response Index",67.6
2021-03-12,"Government Response Index",67.6
2021-03-13,"Government Response Index",66.56
2021-03-14,"Government Response Index",66.56
2021-03-15,"Government Response Index",66.56
2021-03-16,"Government Response Index",66.56
2021-03-17,"Government Response Index",68.13
2021-03-18,"Government Response Index",68.13
2021-03-19,"Government Response Index",68.13
2021-03-20,"Government Response Index",68.13
2021-03-21,"Government Response Index",68.13
2021-03-22,"Government Response Index",68.13
2021-03-23,"Government Response Index",68.13
2021-03-24,"Government Response Index",68.13
2021-03-25,"Government Response Index",68.13
2021-03-26,"Government Response Index",68.13
2021-03-27,"Government Response Index",68.13
2021-03-28,"Government Response Index",68.13
2021-03-29,"Government Response Index",68.13
2021-03-30,"Government Response Index",68.13
2021-03-31,"Government Response Index",68.13
2021-04-01,"Government Response Index",68.13
2021-04-02,"Government Response Index",68.13
2021-04-03,"Government Response Index",68.13
2021-04-04,"Government Response Index",68.13
2021-04-05,"Government Response Index",68.13
2021-04-06,"Government Response Index",68.13
2021-04-07,"Government Response Index",68.13
2021-04-08,"Government Response Index",68.13
2021-04-09,"Government Response Index",68.13
2021-04-10,"Government Response Index",68.13
2021-04-11,"Government Response Index",68.13
2021-04-12,"Government Response Index",68.13
2021-04-13,"Government Response Index",68.13
2021-04-14,"Government Response Index",68.13
2021-04-15,"Government Response Index",68.13
2021-04-16,"Government Response Index",67.08
2021-04-17,"Government Response Index",67.08
2021-04-18,"Government Response Index",67.08
2021-04-19,"Government Response Index",67.08
2021-04-20,"Government Response Index",67.08
2021-04-21,"Government Response Index",67.08
2021-04-22,"Government Response Index",67.08
2021-04-23,"Government Response Index",67.08
2021-04-24,"Government Response Index",67.08
2021-04-25,"Government Response Index",67.08
2021-04-26,"Government Response Index",67.08
2021-04-27,"Government Response Index",67.08
2021-04-28,"Government Response Index",67.08
2021-04-29,"Government Response Index",67.08
2021-04-30,"Government Response Index",67.08
2021-05-01,"Government Response Index",67.08
2021-05-02,"Government Response Index",67.08
2021-05-03,"Government Response Index",67.08
2021-05-04,"Government Response Index",67.08
2021-05-05,"Government Response Index",67.08
2021-05-06,"Government Response Index",67.08
2021-05-07,"Government Response Index",67.08
2021-05-08,"Government Response Index",67.08
2021-05-09,"Government Response Index",63.7
2021-05-10,"Government Response Index",63.7
2021-05-11,"Government Response Index",63.7
2021-05-12,"Government Response Index",63.7
2021-05-13,"Government Response Index",63.7
2021-05-14,"Government Response Index",63.7
2021-05-15,"Government Response Index",63.7
2021-05-16,"Government Response Index",63.7
2021-05-17,"Government Response Index",63.7
2021-05-18,"Government Response Index",64.95
2021-05-19,"Government Response Index",64.95
2021-05-20,"Government Response Index",64.95
2021-05-21,"Government Response Index",64.95
2021-05-22,"Government Response Index",64.95
2021-05-23,"Government Response Index",64.95
2021-05-24,"Government Response Index",64.95
2021-05-25,"Government Response Index",64.95
2021-05-26,"Government Response Index",64.95
2020-01-01,"Containment Health Index",0
2020-01-02,"Containment Health Index",0
2020-01-03,"Containment Health Index",0
2020-01-04,"Containment Health Index",0
2020-01-05,"Containment Health Index",0
2020-01-06,"Containment Health Index",0
2020-01-07,"Containment Health Index",0
2020-01-08,"Containment Health Index",0
2020-01-09,"Containment Health Index",0
2020-01-10,"Containment Health Index",0
2020-01-11,"Containment Health Index",0
2020-01-12,"Containment Health Index",0
2020-01-13,"Containment Health Index",0
2020-01-14,"Containment Health Index",0
2020-01-15,"Containment Health Index",0
2020-01-16,"Containment Health Index",0
2020-01-17,"Containment Health Index",0
2020-01-18,"Containment Health Index",0
2020-01-19,"Containment Health Index",0
2020-01-20,"Containment Health Index",0
2020-01-21,"Containment Health Index",0
2020-01-22,"Containment Health Index",0
2020-01-23,"Containment Health Index",0
2020-01-24,"Containment Health Index",2.38
2020-01-25,"Containment Health Index",2.38
2020-01-26,"Containment Health Index",2.38
2020-01-27,"Containment Health Index",2.38
2020-01-28,"Containment Health Index",2.38
2020-01-29,"Containment Health Index",2.38
2020-01-30,"Containment Health Index",2.38
2020-01-31,"Containment Health Index",16.67
2020-02-01,"Containment Health Index",16.67
2020-02-02,"Containment Health Index",16.67
2020-02-03,"Containment Health Index",16.67
2020-02-04,"Containment Health Index",16.67
2020-02-05,"Containment Health Index",16.67
2020-02-06,"Containment Health Index",16.67
2020-02-07,"Containment Health Index",16.67
2020-02-08,"Containment Health Index",16.67
2020-02-09,"Containment Health Index",16.67
2020-02-10,"Containment Health Index",16.67
2020-02-11,"Containment Health Index",16.67
2020-02-12,"Containment Health Index",16.67
2020-02-13,"Containment Health Index",16.67
2020-02-14,"Containment Health Index",16.67
2020-02-15,"Containment Health Index",16.67
2020-02-16,"Containment Health Index",16.67
2020-02-17,"Containment Health Index",16.67
2020-02-18,"Containment Health Index",16.67
2020-02-19,"Containment Health Index",16.67
2020-02-20,"Containment Health Index",16.67
2020-02-21,"Containment Health Index",16.67
2020-02-22,"Containment Health Index",16.67
2020-02-23,"Containment Health Index",16.67
2020-02-24,"Containment Health Index",13.1
2020-02-25,"Containment Health Index",13.1
2020-02-26,"Containment Health Index",13.1
2020-02-27,"Containment Health Index",13.1
2020-02-28,"Containment Health Index",13.1
2020-02-29,"Containment Health Index",13.1
2020-03-01,"Containment Health Index",13.1
2020-03-02,"Containment Health Index",13.1
2020-03-03,"Containment Health Index",13.1
2020-03-04,"Containment Health Index",13.1
2020-03-05,"Containment Health Index",13.1
2020-03-06,"Containment Health Index",13.1
2020-03-07,"Containment Health Index",13.1
2020-03-08,"Containment Health Index",13.1
2020-03-09,"Containment Health Index",22.02
2020-03-10,"Containment Health Index",35.42
2020-03-11,"Containment Health Index",35.42
2020-03-12,"Containment Health Index",35.42
2020-03-13,"Containment Health Index",35.42
2020-03-14,"Containment Health Index",49.11
2020-03-15,"Containment Health Index",49.11
2020-03-16,"Containment Health Index",50.3
2020-03-17,"Containment Health Index",52.08
2020-03-18,"Containment Health Index",52.08
2020-03-19,"Containment Health Index",54.46
2020-03-20,"Containment Health Index",54.46
2020-03-21,"Containment Health Index",54.46
2020-03-22,"Containment Health Index",54.46
2020-03-23,"Containment Health Index",54.46
2020-03-24,"Containment Health Index",54.46
2020-03-25,"Containment Health Index",54.46
2020-03-26,"Containment Health Index",54.46
2020-03-27,"Containment Health Index",54.46
2020-03-28,"Containment Health Index",54.46
2020-03-29,"Containment Health Index",54.46
2020-03-30,"Containment Health Index",63.1
2020-03-31,"Containment Health Index",63.1
2020-04-01,"Containment Health Index",63.1
2020-04-02,"Containment Health Index",63.1
2020-04-03,"Containment Health Index",63.1
2020-04-04,"Containment Health Index",63.1
2020-04-05,"Containment Health Index",65.48
2020-04-06,"Containment Health Index",65.48
2020-04-07,"Containment Health Index",65.48
2020-04-08,"Containment Health Index",65.48
2020-04-09,"Containment Health Index",65.48
2020-04-10,"Containment Health Index",65.48
2020-04-11,"Containment Health Index",63.1
2020-04-12,"Containment Health Index",63.1
2020-04-13,"Containment Health Index",63.1
2020-04-14,"Containment Health Index",63.1
2020-04-15,"Containment Health Index",63.1
2020-04-16,"Containment Health Index",63.1
2020-04-17,"Containment Health Index",63.1
2020-04-18,"Containment Health Index",63.1
2020-04-19,"Containment Health Index",63.1
2020-04-20,"Containment Health Index",63.1
2020-04-21,"Containment Health Index",63.1
2020-04-22,"Containment Health Index",63.1
2020-04-23,"Containment Health Index",63.1
2020-04-24,"Containment Health Index",63.1
2020-04-25,"Containment Health Index",63.1
2020-04-26,"Containment Health Index",63.1
2020-04-27,"Containment Health Index",63.1
2020-04-28,"Containment Health Index",63.1
2020-04-29,"Containment Health Index",63.1
2020-04-30,"Containment Health Index",63.1
2020-05-01,"Containment Health Index",63.1
2020-05-02,"Containment Health Index",63.1
2020-05-03,"Containment Health Index",63.1
2020-05-04,"Containment Health Index",64.58
2020-05-05,"Containment Health Index",64.58
2020-05-06,"Containment Health Index",64.58
2020-05-07,"Containment Health Index",64.58
2020-05-08,"Containment Health Index",64.58
2020-05-09,"Containment Health Index",64.58
2020-05-10,"Containment Health Index",64.58
2020-05-11,"Containment Health Index",64.58
2020-05-12,"Containment Health Index",64.58
2020-05-13,"Containment Health Index",67.86
2020-05-14,"Containment Health Index",67.86
2020-05-15,"Containment Health Index",67.86
2020-05-16,"Containment Health Index",67.86
2020-05-17,"Containment Health Index",65.18
2020-05-18,"Containment Health Index",65.18
2020-05-19,"Containment Health Index",65.18
2020-05-20,"Containment Health Index",65.18
2020-05-21,"Containment Health Index",66.96
2020-05-22,"Containment Health Index",64.58
2020-05-23,"Containment Health Index",64.58
2020-05-24,"Containment Health Index",64.58
2020-05-25,"Containment Health Index",64.58
2020-05-26,"Containment Health Index",62.2
2020-05-27,"Containment Health Index",59.82
2020-05-28,"Containment Health Index",59.82
2020-05-29,"Containment Health Index",59.82
2020-05-30,"Containment Health Index",59.82
2020-05-31,"Containment Health Index",59.82
2020-06-01,"Containment Health Index",58.93
2020-06-02,"Containment Health Index",58.93
2020-06-03,"Containment Health Index",58.93
2020-06-04,"Containment Health Index",58.93
2020-06-05,"Containment Health Index",58.93
2020-06-06,"Containment Health Index",58.93
2020-06-07,"Containment Health Index",58.93
2020-06-08,"Containment Health Index",52.98
2020-06-09,"Containment Health Index",52.98
2020-06-10,"Containment Health Index",52.98
2020-06-11,"Containment Health Index",52.98
2020-06-12,"Containment Health Index",52.98
2020-06-13,"Containment Health Index",52.98
2020-06-14,"Containment Health Index",52.98
2020-06-15,"Containment Health Index",52.98
2020-06-16,"Containment Health Index",52.98
2020-06-17,"Containment Health Index",52.98
2020-06-18,"Containment Health Index",52.98
2020-06-19,"Containment Health Index",52.98
2020-06-20,"Containment Health Index",52.98
2020-06-21,"Containment Health Index",42.56
2020-06-22,"Containment Health Index",42.56
2020-06-23,"Containment Health Index",42.56
2020-06-24,"Containment Health Index",42.56
2020-06-25,"Containment Health Index",42.56
2020-06-26,"Containment Health Index",42.56
2020-06-27,"Containment Health Index",42.56
2020-06-28,"Containment Health Index",42.56
2020-06-29,"Containment Health Index",42.56
2020-06-30,"Containment Health Index",42.56
2020-07-01,"Containment Health Index",42.56
2020-07-02,"Containment Health Index",42.56
2020-07-03,"Containment Health Index",42.56
2020-07-04,"Containment Health Index",52.68
2020-07-05,"Containment Health Index",52.68
2020-07-06,"Containment Health Index",52.68
2020-07-07,"Containment Health Index",52.68
2020-07-08,"Containment Health Index",52.68
2020-07-09,"Containment Health Index",52.68
2020-07-10,"Containment Health Index",52.68
2020-07-11,"Containment Health Index",52.68
2020-07-12,"Containment Health Index",52.68
2020-07-13,"Containment Health Index",52.68
2020-07-14,"Containment Health Index",52.68
2020-07-15,"Containment Health Index",57.44
2020-07-16,"Containment Health Index",57.44
2020-07-17,"Containment Health Index",57.44
2020-07-18,"Containment Health Index",57.44
2020-07-19,"Containment Health Index",57.44
2020-07-20,"Containment Health Index",57.44
2020-07-21,"Containment Health Index",57.44
2020-07-22,"Containment Health Index",57.44
2020-07-23,"Containment Health Index",57.44
2020-07-24,"Containment Health Index",57.44
2020-07-25,"Containment Health Index",57.44
2020-07-26,"Containment Health Index",57.44
2020-07-27,"Containment Health Index",57.44
2020-07-28,"Containment Health Index",57.44
2020-07-29,"Containment Health Index",57.44
2020-07-30,"Containment Health Index",57.44
2020-07-31,"Containment Health Index",57.44
2020-08-01,"Containment Health Index",57.44
2020-08-02,"Containment Health Index",57.44
2020-08-03,"Containment Health Index",57.44
2020-08-04,"Containment Health Index",57.44
2020-08-05,"Containment Health Index",57.44
2020-08-06,"Containment Health Index",57.44
2020-08-07,"Containment Health Index",57.44
2020-08-08,"Containment Health Index",57.44
2020-08-09,"Containment Health Index",57.44
2020-08-10,"Containment Health Index",55.06
2020-08-11,"Containment Health Index",55.06
2020-08-12,"Containment Health Index",55.06
2020-08-13,"Containment Health Index",55.06
2020-08-14,"Containment Health Index",56.25
2020-08-15,"Containment Health Index",56.25
2020-08-16,"Containment Health Index",56.25
2020-08-17,"Containment Health Index",56.25
2020-08-18,"Containment Health Index",56.25
2020-08-19,"Containment Health Index",56.25
2020-08-20,"Containment Health Index",56.25
2020-08-21,"Containment Health Index",56.25
2020-08-22,"Containment Health Index",56.25
2020-08-23,"Containment Health Index",56.25
2020-08-24,"Containment Health Index",56.25
2020-08-25,"Containment Health Index",56.25
2020-08-26,"Containment Health Index",56.25
2020-08-27,"Containment Health Index",56.25
2020-08-28,"Containment Health Index",56.25
2020-08-29,"Containment Health Index",56.25
2020-08-30,"Containment Health Index",56.25
2020-08-31,"Containment Health Index",56.25
2020-09-01,"Containment Health Index",56.25
2020-09-02,"Containment Health Index",56.25
2020-09-03,"Containment Health Index",56.25
2020-09-04,"Containment Health Index",56.25
2020-09-05,"Containment Health Index",56.25
2020-09-06,"Containment Health Index",56.25
2020-09-07,"Containment Health Index",55.06
2020-09-08,"Containment Health Index",55.06
2020-09-09,"Containment Health Index",55.06
2020-09-10,"Containment Health Index",55.06
2020-09-11,"Containment Health Index",55.06
2020-09-12,"Containment Health Index",55.06
2020-09-13,"Containment Health Index",55.06
2020-09-14,"Containment Health Index",55.06
2020-09-15,"Containment Health Index",55.06
2020-09-16,"Containment Health Index",55.06
2020-09-17,"Containment Health Index",55.06
2020-09-18,"Containment Health Index",55.06
2020-09-19,"Containment Health Index",55.06
2020-09-20,"Containment Health Index",55.06
2020-09-21,"Containment Health Index",55.06
2020-09-22,"Containment Health Index",55.06
2020-09-23,"Containment Health Index",55.06
2020-09-24,"Containment Health Index",55.06
2020-09-25,"Containment Health Index",55.06
2020-09-26,"Containment Health Index",55.06
2020-09-27,"Containment Health Index",55.06
2020-09-28,"Containment Health Index",55.06
2020-09-29,"Containment Health Index",55.06
2020-09-30,"Containment Health Index",55.06
2020-10-01,"Containment Health Index",55.06
2020-10-02,"Containment Health Index",55.06
2020-10-03,"Containment Health Index",55.06
2020-10-04,"Containment Health Index",55.06
2020-10-05,"Containment Health Index",55.06
2020-10-06,"Containment Health Index",55.06
2020-10-07,"Containment Health Index",57.44
2020-10-08,"Containment Health Index",57.44
2020-10-09,"Containment Health Index",57.44
2020-10-10,"Containment Health Index",57.44
2020-10-11,"Containment Health Index",57.44
2020-10-12,"Containment Health Index",57.44
2020-10-13,"Containment Health Index",59.23
2020-10-14,"Containment Health Index",59.23
2020-10-15,"Containment Health Index",59.23
2020-10-16,"Containment Health Index",59.23
2020-10-17,"Containment Health Index",59.23
2020-10-18,"Containment Health Index",59.23
2020-10-19,"Containment Health Index",59.23
2020-10-20,"Containment Health Index",59.23
2020-10-21,"Containment Health Index",59.23
2020-10-22,"Containment Health Index",55.65
2020-10-23,"Containment Health Index",55.65
2020-10-24,"Containment Health Index",55.65
2020-10-25,"Containment Health Index",63.69
2020-10-26,"Containment Health Index",63.69
2020-10-27,"Containment Health Index",63.69
2020-10-28,"Containment Health Index",63.69
2020-10-29,"Containment Health Index",63.69
2020-10-30,"Containment Health Index",63.69
2020-10-31,"Containment Health Index",63.69
2020-11-01,"Containment Health Index",63.69
2020-11-02,"Containment Health Index",63.69
2020-11-03,"Containment Health Index",63.69
2020-11-04,"Containment Health Index",63.69
2020-11-05,"Containment Health Index",63.69
2020-11-06,"Containment Health Index",63.69
2020-11-07,"Containment Health Index",63.69
2020-11-08,"Containment Health Index",63.69
2020-11-09,"Containment Health Index",63.69
2020-11-10,"Containment Health Index",63.69
2020-11-11,"Containment Health Index",63.69
2020-11-12,"Containment Health Index",63.69
2020-11-13,"Containment Health Index",63.69
2020-11-14,"Containment Health Index",63.69
2020-11-15,"Containment Health Index",63.69
2020-11-16,"Containment Health Index",63.69
2020-11-17,"Containment Health Index",63.69
2020-11-18,"Containment Health Index",63.69
2020-11-19,"Containment Health Index",63.69
2020-11-20,"Containment Health Index",63.69
2020-11-21,"Containment Health Index",63.69
2020-11-22,"Containment Health Index",63.69
2020-11-23,"Containment Health Index",63.69
2020-11-24,"Containment Health Index",63.69
2020-11-25,"Containment Health Index",63.69
2020-11-26,"Containment Health Index",63.69
2020-11-27,"Containment Health Index",63.69
2020-11-28,"Containment Health Index",63.69
2020-11-29,"Containment Health Index",63.69
2020-11-30,"Containment Health Index",63.69
2020-12-01,"Containment Health Index",63.69
2020-12-02,"Containment Health Index",63.69
2020-12-03,"Containment Health Index",63.69
2020-12-04,"Containment Health Index",63.69
2020-12-05,"Containment Health Index",63.69
2020-12-06,"Containment Health Index",63.69
2020-12-07,"Containment Health Index",63.69
2020-12-08,"Containment Health Index",63.69
2020-12-09,"Containment Health Index",63.69
2020-12-10,"Containment Health Index",63.69
