"date","num_casos","Population2020","daily_cases_per100k","daily_cases_per100k_mavg","location_google","provincia_iso"
2020-10-11,8947,47450795,18.8553216020933,24.6318317743675,"Spain total","ES"
2020-10-12,10930,47450795,23.0343875165843,24.5695115781065,"Spain total","ES"
2020-10-13,14231,47450795,29.9910675890678,25.0560305981927,"Spain total","ES"
2020-10-14,16077,47450795,33.8814133672576,26.2030834858961,"Spain total","ES"
2020-10-15,16282,47450795,34.3134398485842,27.3224385085946,"Spain total","ES"
2020-10-16,17316,47450795,36.4925392714706,28.5029094725539,"Spain total","ES"
2020-10-17,14189,47450795,29.9025548465521,29.49581772023,"Spain total","ES"
2020-10-18,12984,47450795,27.3630821148518,30.7112120791955,"Spain total","ES"
2020-10-19,20686,47450795,43.5946331352299,33.6483900247163,"Spain total","ES"
2020-10-20,22390,47450795,47.1857215458666,36.1047691614018,"Spain total","ES"
2020-10-21,21984,47450795,46.3300983682149,37.8831527329672,"Spain total","ES"
2020-10-22,21013,47450795,44.2837680591021,39.3074853344697,"Spain total","ES"
2020-10-23,22037,47450795,46.4417930194847,40.7288072984717,"Spain total","ES"
2020-10-24,17176,47450795,36.1974967964183,41.6280847198812,"Spain total","ES"
2020-10-25,15277,47450795,32.1954563669587,42.3184238987536,"Spain total","ES"
2020-10-26,22251,47450795,46.8927865170647,42.7895886675871,"Spain total","ES"
2020-10-27,22901,47450795,48.2626265798076,42.9434322438644,"Spain total","ES"
2020-10-28,22054,47450795,46.4776196057411,42.9645067063681,"Spain total","ES"
2020-10-29,20531,47450795,43.267978966422,42.8193939788424,"Spain total","ES"
2020-10-30,21487,47450795,45.2826975817792,42.6538089163131,"Spain total","ES"
2020-10-31,16705,47450795,35.2048896124923,42.5120078900379,"Spain total","ES"
2020-11-01,15926,47450795,33.5631889834512,42.7073982638226,"Spain total","ES"
2020-11-02,19180,47450795,40.4208190821671,41.7828314874086,"Spain total","ES"
2020-11-03,21296,47450795,44.8801753479578,41.2996241685729,"Spain total","ES"
2020-11-04,20422,47450795,43.0382673251312,40.8082881284858,"Spain total","ES"
2020-11-05,19619,47450795,41.3459879860812,40.5337179884371,"Spain total","ES"
2020-11-06,19455,47450795,41.0003668010199,39.9219564483287,"Spain total","ES"
2020-11-07,15419,47450795,32.4947137345117,39.53478846576,"Spain total","ES"
2020-11-08,12544,47450795,26.4358057646874,38.5165908630795,"Spain total","ES"
2020-11-09,17168,47450795,36.1806372264153,37.9108505979721,"Spain total","ES"
2020-11-10,17761,47450795,37.4303528528869,36.8465902415334,"Spain total","ES"
2020-11-11,16543,47450795,34.8634833199317,35.6787639550763,"Spain total","ES"
2020-11-12,14949,47450795,31.5042139968361,34.272796242327,"Spain total","ES"
2020-11-13,14889,47450795,31.3777672218137,32.8981391595833,"Spain total","ES"
2020-11-14,11513,47450795,24.2630286805521,31.7221841518747,"Spain total","ES"
2020-11-15,9201,47450795,19.3906129496882,30.7157280354463,"Spain total","ES"
2020-11-16,13209,47450795,27.8372575211859,29.5238166489849,"Spain total","ES"
2020-11-17,13290,47450795,28.0079606674662,28.1777606224963,"Spain total","ES"
2020-11-18,11983,47450795,25.2535284182278,26.8049099222528,"Spain total","ES"
2020-11-19,10033,47450795,21.1440082299991,25.3248805269904,"Spain total","ES"
2020-11-20,10425,47450795,21.9701271601456,23.9809319467521,"Spain total","ES"
2020-11-21,8029,47450795,16.9206859442502,22.9320258415661,"Spain total","ES"
2020-11-22,6310,47450795,13.2979858398579,22.0616505401618,"Spain total","ES"
2020-11-23,9163,47450795,19.310529992174,20.8435466074458,"Spain total","ES"
2020-11-24,9103,47450795,19.1840832171516,19.5829926859723,"Spain total","ES"
2020-11-25,8422,47450795,17.7489123206471,18.5109046720322,"Spain total","ES"
2020-11-26,7707,47450795,16.2420882516299,17.810630389408,"Spain total","ES"
2020-11-27,8418,47450795,17.7404825356456,17.2063954430509,"Spain total","ES"
2020-11-28,6324,47450795,13.3274900873631,16.6930817492099,"Spain total","ES"
2020-11-29,5016,47450795,10.5709503918744,16.3035052566408,"Spain total","ES"
2020-11-30,7520,47450795,15.84799580281,15.8088575153031,"Spain total","ES"
2020-12-01,8618,47450795,18.1619717857203,15.6628415965272,"Spain total","ES"
2020-12-02,7897,47450795,16.6425030392009,15.5047831277492,"Spain total","ES"
2020-12-03,7022,47450795,14.798487570124,15.2985544589626,"Spain total","ES"
2020-12-04,7314,47450795,15.4138618752331,14.9661800789037,"Spain total","ES"
2020-12-05,5776,47450795,12.1726095421584,14.8011971438744,"Spain total","ES"
2020-12-06,4911,47450795,10.3496685355851,14.7695854501188,"Spain total","ES"
2020-12-07,6851,47450795,14.4381142613101,14.5681738013331,"Spain total","ES"
2020-12-08,6492,47450795,13.6815410574259,13.9281122687196,"Spain total","ES"
2020-12-09,8831,47450795,18.6108578370499,14.2093058112695,"Spain total","ES"
2020-12-10,9519,47450795,20.060780857307,14.9610619951528,"Spain total","ES"
2020-12-11,10039,47450795,21.1566529075013,15.7814607140483,"Spain total","ES"
2020-12-12,8320,47450795,17.533952803109,16.5473668941841,"Spain total","ES"
