"date","orig_province","trips_internal","trips_not_internal","share_of_internal_trips","Nombre_Zona","location_google"
2020-08-10,18,1986978.77885714,90432.6731428571,95.6054395397604,"Granada","Granada"
2020-08-10,19,382124.052428571,101404.556,78.9231970004074,"Guadalajara","Guadalajara"
2020-08-10,20,1473892.507,79875.2571428571,94.813303766368,"Gipuzkoa","Gipuzkoa"
2020-08-10,21,1193957.43314286,66356.6738571429,94.6727802223351,"Huelva","Huelva"
2020-08-10,22,509796.599857143,51374.7138571429,90.7697593928426,"Huesca","Huesca"
2020-08-10,23,1132169.23014286,56180.8962857143,95.2474482197847,"Jaen","Jaen"
2020-08-10,24,1121048.32657143,57703.6885714286,95.041137695411,"Leon","Leon"
2020-08-10,25,820489.621857143,69436.7195714286,92.0727485143404,"Lleida","Lleida"
2020-08-10,26,685159.274428571,89885.941,88.352850079893,"La Rioja","La Rioja"
2020-08-10,27,836727.002,77069.3691428571,91.5103895693448,"Lugo","Lugo"
2020-08-10,28,11696324.7184286,463053.829142857,96.1603733819366,"Community of Madrid","Community of Madrid"
2020-08-10,29,4444676.379,131324.559857143,97.0964732307953,"Malaga","Malaga"
2020-08-10,30,3465440.53542857,174875.657428571,95.1732977510695,"Region of Murcia","Region of Murcia"
2020-08-10,31,1289864.36657143,109616.67,92.1097910717837,"Navarre","Navarre"
2020-08-10,32,773873.093285714,53710.1045714286,93.4454289445064,"Province of Ourense","Province of Ourense"
2020-08-10,33,2740799.27371429,78280.117,97.173207903938,"Asturias","Asturias"
2020-08-10,34,338372.412285714,38731.6458571429,89.6489733572312,"Palencia","Palencia"
2020-08-10,35,2727688.37671429,9845.08385714286,99.6370886200766,"Las Palmas","Las Palmas"
2020-08-10,35,2768684.34714286,9850.23614285714,99.6413164361446,"Las Palmas","Las Palmas"
2020-08-10,35,2809680.31757143,9855.38842857143,99.6455442522127,"Las Palmas","Las Palmas"
2020-08-10,36,2834752.246,138793.796285714,95.2970076636371,"Pontevedra","Pontevedra"
2020-08-10,37,717859.341142857,42753.9812857143,94.3055496569814,"Salamanca","Salamanca"
2020-08-10,38,2333067.34785714,8658.72314285714,99.6270858886327,"Santa Cruz de Tenerife","Santa Cruz de Tenerife"
2020-08-10,38,2366529.77671429,8856.52342857143,99.623585991694,"Santa Cruz de Tenerife","Santa Cruz de Tenerife"
2020-08-10,38,2399992.20557143,9054.32371428571,99.6200860947553,"Santa Cruz de Tenerife","Santa Cruz de Tenerife"
2020-08-10,38,2469359.73942857,9025.91428571429,99.6318614374511,"Santa Cruz de Tenerife","Santa Cruz de Tenerife"
2020-08-10,39,1795651.51157143,120165.947,93.6777962535889,"Cantabria","Cantabria"
2020-08-10,40,262338.709428571,42066.6577142857,86.0392948906273,"Segovia","Segovia"
2020-08-10,41,3710270.27285714,176450.156,95.4372134907555,"Seville","Seville"
2020-08-10,42,173430.566,16055.9872857143,91.4310729425519,"Soria","Soria"
2020-08-10,43,1746360.16457143,140149.029857143,92.5036185093065,"Tarragona","Tarragona"
2020-08-10,44,219261.149571429,32093.2788571429,87.0877823560772,"Teruel","Teruel"
2020-08-10,45,1216565.64585714,209677.253857143,85.2399952230813,"Toledo","Toledo"
2020-08-10,46,5585371.21714286,201724.040571429,96.4774185195148,"Valencia","Valencia"
2020-08-10,47,1036363.73271429,65708.2357142857,93.9786732501006,"Valladolid","Valladolid"
2020-08-10,48,2178513.75628571,134998.234857143,94.1400665586952,"Biscay","Biscay"
2020-08-10,49,380398.109428571,40927.4714285714,90.2264639522223,"Zamora","Zamora"
2020-08-10,50,1832245.60457143,85202.9004285714,95.5155257164699,"Zaragoza","Zaragoza"
2020-08-10,51,218486.595,3970.58857142857,98.1977830918418,"Ceuta","Ceuta"
2020-08-10,52,222896.371142857,779.600428571429,99.6540802528001,"Melilla","Melilla"
2020-08-11,1,556247.131142857,86345.5168571429,86.542423839254,"Alava","Alava"
2020-08-11,2,731987.580857143,70177.5721428571,91.1561874764718,"Albacete","Albacete"
2020-08-11,3,4798058.306,236548.199142857,95.2621221544542,"Alicante","Alicante"
2020-08-11,4,1760266.67157143,65722.8564285714,96.3568199022941,"Almeria","Almeria"
2020-08-11,5,293629.536285714,53029.1697142857,84.6086636451933,"Avila","Avila"
2020-08-11,6,1302268.38028571,53734.758,96.013754764826,"Badajoz","Badajoz"
2020-08-11,7,2965939.04171429,22794.0897142857,99.2273046084432,"Balearic Islands","Balearic Islands"
2020-08-11,7,3046272.94414286,21976.5444285714,99.2747673989731,"Balearic Islands","Balearic Islands"
2020-08-11,7,3126606.84657143,21158.9991428571,99.3222301895031,"Balearic Islands","Balearic Islands"
2020-08-11,8,11410629.1332857,331638.613142857,97.1363858835577,"Barcelona","Barcelona"
2020-08-11,9,715290.819571429,71709.6725714286,90.7572713008265,"Burgos","Burgos"
2020-08-11,10,701593.889142857,60042.603,92.0512086057841,"Caceres","Caceres"
2020-08-11,11,3515386.03971429,123486.830142857,96.5677348862228,"Cadiz","Cadiz"
2020-08-11,12,1493327.79242857,96552.1812857143,93.8805496714023,"Castellon","Castellon"
2020-08-11,13,948428.631142857,57646.489,94.25008257197,"Ciudad Real","Ciudad Real"
2020-08-11,14,1595601.05814286,82563.4314285714,95.0630663916902,"Cordoba","Cordoba"
2020-08-11,15,3069484.30957143,147227.075285714,95.3859450218133,"A Coruna","A Coruna"
2020-08-11,16,302969.503714286,59637.0341428571,83.4530023941086,"Cuenca","Cuenca"
2020-08-11,17,1854189.68414286,158182.774714286,92.0964644052324,"Girona","Girona"
2020-08-11,18,1986976.29242857,91337.744,95.5642771723878,"Granada","Granada"
2020-08-11,19,379642.902428571,100431.327428571,78.9789746128622,"Guadalajara","Guadalajara"
2020-08-11,20,1454335.16842857,79512.8911428571,94.7800766365474,"Gipuzkoa","Gipuzkoa"
2020-08-11,21,1194128.39528571,66679.5948571429,94.6493555106357,"Huelva","Huelva"
2020-08-11,22,509635.682714286,51959.4754285714,90.6749174236815,"Huesca","Huesca"
2020-08-11,23,1131701.97957143,55770.866,95.277633040885,"Jaen","Jaen"
2020-08-11,24,1119128.81257143,57773.4168571429,95.0286646262808,"Leon","Leon"
2020-08-11,25,820255.292714286,70182.7845714286,91.99670126871,"Lleida","Lleida"
2020-08-11,26,683606.849857143,90028.0367142857,88.3158657092842,"La Rioja","La Rioja"
2020-08-11,27,835189.565,77739.0898571429,91.4310473101281,"Lugo","Lugo"
2020-08-11,28,11492342.555,457195.052142857,96.1522710869113,"Community of Madrid","Community of Madrid"
2020-08-11,29,4458066.63085714,131798.112857143,97.0934752409842,"Malaga","Malaga"
2020-08-11,30,3448819.57385714,174969.335857143,95.1507457209619,"Region of Murcia","Region of Murcia"
2020-08-11,31,1287003.37485714,109921.899571429,92.077092651279,"Navarre","Navarre"
2020-08-11,32,773517.501428571,54001.3091428571,93.4110937687833,"Province of Ourense","Province of Ourense"
2020-08-11,33,2717446.57242857,78917.5104285714,97.1328175953995,"Asturias","Asturias"
2020-08-11,34,337146.872,38705.7955714286,89.6252429897931,"Palencia","Palencia"
2020-08-11,35,2850132.77885714,9661.72042857143,99.656079921218,"Las Palmas","Las Palmas"
2020-08-11,35,2936616.63671429,9347.47857142857,99.6775236161666,"Las Palmas","Las Palmas"
2020-08-11,35,3023100.49457143,9033.23671428571,99.6989673111151,"Las Palmas","Las Palmas"
2020-08-11,36,2831366.64157143,139068.537571429,95.2836787249613,"Pontevedra","Pontevedra"
2020-08-11,37,714702.333571429,42956.2405714286,94.2612198469369,"Salamanca","Salamanca"
2020-08-11,38,2541661.88442857,8758.92285714286,99.6527875948251,"Santa Cruz de Tenerife","Santa Cruz de Tenerife"
2020-08-11,38,2613964.02942857,8491.93142857143,99.673713752199,"Santa Cruz de Tenerife","Santa Cruz de Tenerife"
2020-08-11,38,2686266.17442857,8224.94,99.694639909573,"Santa Cruz de Tenerife","Santa Cruz de Tenerife"
2020-08-11,38,2689200.78557143,7986.358,99.703790724251,"Santa Cruz de Tenerife","Santa Cruz de Tenerife"
2020-08-11,39,1796297.48471429,120839.854142857,93.6460393818366,"Cantabria","Cantabria"
2020-08-11,40,261754.542714286,41286.8607142857,86.2364130170358,"Segovia","Segovia"
2020-08-11,41,3693774.82814286,176061.882571429,95.4303490733849,"Seville","Seville"
2020-08-11,42,173381.252428571,16059.184,91.4276446302549,"Soria","Soria"
2020-08-11,43,1744296.65257143,140858.284,92.4621485412606,"Tarragona","Tarragona"
2020-08-11,44,219990.779857143,32827.7321428571,86.8726145036683,"Teruel","Teruel"
2020-08-11,45,1215107.78742857,207732.041285714,85.3410556948605,"Toledo","Toledo"
2020-08-11,46,5546769.90142857,203195.517428571,96.433352943619,"Valencia","Valencia"
2020-08-11,47,1029273.854,65363.5402857143,93.9740715536453,"Valladolid","Valladolid"
2020-08-11,48,2152726.72314286,133718.608285714,94.1360650774486,"Biscay","Biscay"
2020-08-11,49,381242.456857143,41257.5184285714,90.1762476579957,"Zamora","Zamora"
2020-08-11,50,1817236.055,85424.9915714286,95.4753396297397,"Zaragoza","Zaragoza"
2020-08-11,51,217696.056857143,3953.99414285714,98.1992652608191,"Ceuta","Ceuta"
2020-08-11,52,222315.404428571,777.414285714286,99.6543105381647,"Melilla","Melilla"
2020-08-12,1,560994.810714286,85328.1967142857,86.781175181354,"Alava","Alava"
2020-08-12,2,730169.654714286,70188.7161428571,91.1376770452257,"Albacete","Albacete"
2020-08-12,3,4769788.63557143,237881.480285714,95.2141486053257,"Alicante","Alicante"
2020-08-12,4,1765928.31671429,66567.9917142857,96.3233108049111,"Almeria","Almeria"
2020-08-12,5,294326.140285714,53171.4568571429,84.6007108896543,"Avila","Avila"
2020-08-12,6,1301013.64228571,53957.156,95.9954662568824,"Badajoz","Badajoz"
2020-08-12,7,3202935.62757143,20372.4924285714,99.3680197971919,"Balearic Islands","Balearic Islands"
2020-08-12,7,3199749.03314286,19714.6167142857,99.3877193639958,"Balearic Islands","Balearic Islands"
2020-08-12,7,3196562.43871429,19056.741,99.4074189307996,"Balearic Islands","Balearic Islands"
2020-08-12,8,11242296.5717143,331863.381714286,97.101870836031,"Barcelona","Barcelona"
2020-08-12,9,705002.954142857,70491.7975714286,90.7898430462967,"Burgos","Burgos"
2020-08-12,10,700366.761857143,60024.433,92.0420653436026,"Caceres","Caceres"
2020-08-12,11,3514250.59442857,124412.037285714,96.5429448223132,"Cadiz","Cadiz"
2020-08-12,12,1487432.23357143,97227.3245714286,93.8209968708823,"Castellon","Castellon"
2020-08-12,13,950002.793285714,57587.9955714286,94.2632925080847,"Ciudad Real","Ciudad Real"
2020-08-12,14,1591625.191,82845.188,95.0378512732816,"Cordoba","Cordoba"
2020-08-12,15,3043059.62085714,146759.266857143,95.3656216036613,"A Coruna","A Coruna"
2020-08-12,16,304443.993142857,59701.7531428571,83.4973160250175,"Cuenca","Cuenca"
2020-08-12,17,1860177.04185714,159809.421142857,92.0429022872159,"Girona","Girona"
2020-08-12,18,1988048.82785714,92478.2408571429,95.515037346714,"Granada","Granada"
2020-08-12,19,376899.137571429,99591.504,79.0023033591696,"Guadalajara","Guadalajara"
2020-08-12,20,1427719.262,77731.2548571428,94.809665396851,"Gipuzkoa","Gipuzkoa"
2020-08-12,21,1191548.44128571,66548.9347142857,94.6499075296416,"Huelva","Huelva"
2020-08-12,22,507530.638571429,52238.3372857143,90.6004822749399,"Huesca","Huesca"
2020-08-12,23,1137822.67685714,56202.93,95.2658992450214,"Jaen","Jaen"
2020-08-12,24,1114272.06542857,57582.54,95.0268952227065,"Leon","Leon"
2020-08-12,25,818011.550857143,70499.0344285714,91.948729148169,"Lleida","Lleida"
2020-08-12,26,680279.837571429,89774.0978571429,88.2983117295665,"La Rioja","La Rioja"
2020-08-12,27,829965.853285714,76994.0177142857,91.4607399501769,"Lugo","Lugo"
2020-08-12,28,11361286.9628571,454848.183714286,96.1370260558401,"Community of Madrid","Community of Madrid"
2020-08-12,29,4480567.21157143,133025.478571429,97.0804592745617,"Malaga","Malaga"
2020-08-12,30,3421847.44085714,175512.765714286,95.1040828204816,"Region of Murcia","Region of Murcia"
2020-08-12,31,1284977.11914286,108759.765428571,92.1389356688211,"Navarre","Navarre"
2020-08-12,32,773511.775857143,53810.8487142857,93.4317528458422,"Province of Ourense","Province of Ourense"
2020-08-12,33,2675027.13457143,78570.5145714286,97.1102878979907,"Asturias","Asturias"
2020-08-12,34,336480.196714286,38352.7067142857,89.6905624085109,"Palencia","Palencia"
2020-08-12,35,3110409.38114286,8814.243,99.7174374670688,"Las Palmas","Las Palmas"
2020-08-12,35,3110690.90071429,8710.67085714286,99.7207717810112,"Las Palmas","Las Palmas"
2020-08-12,35,3110972.42028571,8607.09871428572,99.7241060949536,"Las Palmas","Las Palmas"
2020-08-12,36,2816279.91671429,139076.938857143,95.2620097034852,"Pontevedra","Pontevedra"
2020-08-12,37,711432.622285714,43197.5045714286,94.2110454553112,"Salamanca","Salamanca"
2020-08-12,38,2692212.52842857,7711.50485714286,99.7142862121782,"Santa Cruz de Tenerife","Santa Cruz de Tenerife"
2020-08-12,38,2695224.27128572,7436.65171428571,99.7247817001054,"Santa Cruz de Tenerife","Santa Cruz de Tenerife"
2020-08-12,38,2698236.01414286,7161.79857142857,99.7352771880326,"Santa Cruz de Tenerife","Santa Cruz de Tenerife"
2020-08-12,38,2698313.14585714,7125.52742857143,99.7366218612816,"Santa Cruz de Tenerife","Santa Cruz de Tenerife"
2020-08-12,39,1782305.98185714,118426.617857143,93.7247136096511,"Cantabria","Cantabria"
2020-08-12,40,258497.342571429,41590.658,86.0209609746725,"Segovia","Segovia"
2020-08-12,41,3677177.51714286,175733.032428571,95.4217855111701,"Seville","Seville"
2020-08-12,42,173519.381428571,15949.369,91.484791699803,"Soria","Soria"
2020-08-12,43,1739801.37357143,141568.203,92.4127821722852,"Tarragona","Tarragona"
2020-08-12,44,219921.147714286,33007.7428571429,86.8106685827808,"Teruel","Teruel"
2020-08-12,45,1217322.94971429,207554.545142857,85.3722602333718,"Toledo","Toledo"
2020-08-12,46,5498068.10585714,203775.681142857,96.3981061239174,"Valencia","Valencia"
2020-08-12,47,1026777.29657143,65247.2862857143,93.9719380749177,"Valladolid","Valladolid"
2020-08-12,48,2123149.18571429,130471.479714286,94.1957733593705,"Biscay","Biscay"
2020-08-12,49,380723.577857143,41752.3907142857,90.0620602307069,"Zamora","Zamora"
2020-08-12,50,1801253.30471429,85104.03,95.4592315623781,"Zaragoza","Zaragoza"
2020-08-12,51,222054.070857143,3915.32657142857,98.2476018948007,"Ceuta","Ceuta"
2020-08-12,52,221737.049142857,760.589,99.660952623612,"Melilla","Melilla"
2020-08-13,1,554973.761285714,83954.9702857143,86.8385022526233,"Alava","Alava"
2020-08-13,2,729140.999857143,70874.586,91.0541905256804,"Albacete","Albacete"
2020-08-13,3,4749193.63,239854.109857143,95.1605483539409,"Alicante","Alicante"
2020-08-13,4,1764302.71385714,67521.3325714286,96.2722790767877,"Almeria","Almeria"
2020-08-13,5,294169.349571429,53721.7078571429,84.4598921831906,"Avila","Avila"
2020-08-13,6,1302376.92785714,54361.0595714286,95.9720681464974,"Badajoz","Badajoz"
2020-08-13,7,3200160.64285714,18969.2401428571,99.4108830547485,"Balearic Islands","Balearic Islands"
2020-08-13,7,3202940.32,19570.6535714286,99.3929744290524,"Balearic Islands","Balearic Islands"
2020-08-13,7,3205719.99714286,20172.067,99.3750658033564,"Balearic Islands","Balearic Islands"
2020-08-13,8,11081667.494,332324.616285714,97.0662630420068,"Barcelona","Barcelona"
2020-08-13,9,700161.437714286,69745.9692857143,90.8212788628951,"Burgos","Burgos"
2020-08-13,10,698477.199428571,60465.4514285714,91.9734875855612,"Caceres","Caceres"
2020-08-13,11,3513940.95714286,125853.460571429,96.5055145913152,"Cadiz","Cadiz"
2020-08-13,12,1486339.907,97979.5761428572,93.7746455571491,"Castellon","Castellon"
2020-08-13,13,951548.028714286,57693.6752857143,94.2620081751364,"Ciudad Real","Ciudad Real"
2020-08-13,14,1590290.81328571,82948.9631428571,95.0286934931182,"Cordoba","Cordoba"
2020-08-13,15,3026252.18414286,145530.264142857,95.378845670741,"A Coruna","A Coruna"
2020-08-13,16,306682.307571429,60448.1925714286,83.4235342057025,"Cuenca","Cuenca"
2020-08-13,17,1863366.62685714,160923.597428571,92.0042785106683,"Girona","Girona"
2020-08-13,18,1985929.18657143,94055.6095714286,95.4421333550778,"Granada","Granada"
2020-08-13,19,376289.448,99576.9967142857,78.9805360672038,"Guadalajara","Guadalajara"
2020-08-13,20,1407021.04071429,75676.3264285714,94.8692584169556,"Gipuzkoa","Gipuzkoa"
2020-08-13,21,1186218.94857143,66746.5075714286,94.6160672859757,"Huelva","Huelva"
2020-08-13,22,505815.192285714,52416.8158571429,90.5478899357409,"Huesca","Huesca"
2020-08-13,23,1137855.81328571,56953.9304285714,95.2090392550185,"Jaen","Jaen"
2020-08-13,24,1114679.57971429,57711.8714285714,95.018247133333,"Leon","Leon"
2020-08-13,25,815677.717857143,71064.8101428572,91.8756994597939,"Lleida","Lleida"
2020-08-13,26,680187.657714286,89444.833,88.3326219235588,"La Rioja","La Rioja"
2020-08-13,27,829471.560142857,77334.6432857143,91.4235873480698,"Lugo","Lugo"
2020-08-13,28,11262210.8954286,453026.246,96.1236204937554,"Community of Madrid","Community of Madrid"
2020-08-13,29,4479054.78585714,134887.666142857,97.0420117599507,"Malaga","Malaga"
2020-08-13,30,3401555.79185714,175791.041,95.0718765093975,"Region of Murcia","Region of Murcia"
2020-08-13,31,1288910.155,107516.910714286,92.2347343790512,"Navarre","Navarre"
2020-08-13,32,775744.144714286,53959.9852857143,93.4310925464125,"Province of Ourense","Province of Ourense"
2020-08-13,33,2660236.56242857,78594.0824285714,97.0969955151137,"Asturias","Asturias"
2020-08-13,34,337546.097428571,38291.4278571429,89.7310629797329,"Palencia","Palencia"
2020-08-13,35,3110385.68114286,8487.98914285714,99.7278591614072,"Las Palmas","Las Palmas"
2020-08-13,35,3110342.45114286,8567.69985714286,99.7253043749234,"Las Palmas","Las Palmas"
2020-08-13,35,3110299.22114286,8647.41057142857,99.7227495884397,"Las Palmas","Las Palmas"
2020-08-13,36,2809124.15571429,138412.795285714,95.2722653664136,"Pontevedra","Pontevedra"
2020-08-13,37,710182.642142857,43471.905,94.1706126406557,"Salamanca","Salamanca"
2020-08-13,38,2698465.40257143,7250.52214285714,99.7320322909429,"Santa Cruz de Tenerife","Santa Cruz de Tenerife"
2020-08-13,38,2698617.65928571,7375.51685714286,99.7274427206041,"Santa Cruz de Tenerife","Santa Cruz de Tenerife"
2020-08-13,38,2698769.916,7500.51157142857,99.7228531502653,"Santa Cruz de Tenerife","Santa Cruz de Tenerife"
2020-08-13,38,2698845.041,7661.77742857143,99.7169189066773,"Santa Cruz de Tenerife","Santa Cruz de Tenerife"
2020-08-13,39,1769814.29657143,115539.182857143,93.8264578920154,"Cantabria","Cantabria"
2020-08-13,40,260377.747571429,41853.133,86.0221316060228,"Segovia","Segovia"
2020-08-13,41,3663527.33014286,175994.337285714,95.4015306954439,"Seville","Seville"
2020-08-13,42,173681.094142857,16015.8172857143,91.4611451950622,"Soria","Soria"
2020-08-13,43,1741438.34757143,142678.832857143,92.3657056754463,"Tarragona","Tarragona"
2020-08-13,44,220469.024571429,33652.8707142857,86.6279448602253,"Teruel","Teruel"
2020-08-13,45,1218263.01985714,207064.191714286,85.4094917049239,"Toledo","Toledo"
2020-08-13,46,5453344.21314286,205149.249571429,96.3512343471173,"Valencia","Valencia"
2020-08-13,47,1026581.75642857,65252.6262857143,93.9706041673109,"Valladolid","Valladolid"
2020-08-13,48,2104855.93971429,126938.374142857,94.290457157549,"Biscay","Biscay"
2020-08-13,49,380946.292857143,42152.9274285714,89.9840257356081,"Zamora","Zamora"
2020-08-13,50,1791538.479,85225.563,95.4342118682055,"Zaragoza","Zaragoza"
2020-08-13,51,221868.097285714,4013.17585714286,98.2059622361065,"Ceuta","Ceuta"
2020-08-13,52,219620.772714286,762.733571428571,99.6565240221596,"Melilla","Melilla"
2020-08-14,1,551839.792714286,83578.349,86.8228026309132,"Alava","Alava"
2020-08-14,2,726874.113714286,71316.3644285714,90.9832296991349,"Albacete","Albacete"
2020-08-14,3,4727497.69842857,242209.515428571,95.0985117541479,"Alicante","Alicante"
2020-08-14,4,1761576.13228571,68392.819,96.2231626658837,"Almeria","Almeria"
2020-08-14,5,296509.566571429,54368.7102857143,84.39714147137,"Avila","Avila"
2020-08-14,6,1299543.01257143,55125.3231428571,95.9131133487807,"Badajoz","Badajoz"
2020-08-14,7,3208122.31514286,21153.2058571429,99.3454786917173,"Balearic Islands","Balearic Islands"
2020-08-14,7,3214529.75457143,22103.3061428571,99.3175647629193,"Balearic Islands","Balearic Islands"
2020-08-14,7,3220937.194,23053.4064285714,99.2896508341214,"Balearic Islands","Balearic Islands"
2020-08-14,8,10919521.2777143,331059.497428571,97.0349584708916,"Barcelona","Barcelona"
2020-08-14,9,698112.129,70011.6727142857,90.7714796552814,"Burgos","Burgos"
2020-08-14,10,695914.468857143,61005.8648571429,91.8844430833866,"Caceres","Caceres"
2020-08-14,11,3505105.921,127730.732,96.4494025242622,"Cadiz","Cadiz"
2020-08-14,12,1479260.17271429,98517.9074285714,93.7189770188577,"Castellon","Castellon"
2020-08-14,13,953555.038285714,58175.7762857143,94.2308172141186,"Ciudad Real","Ciudad Real"
2020-08-14,14,1590076.20242857,83723.3168571429,94.9869290794371,"Cordoba","Cordoba"
2020-08-14,15,3012480.39685714,145149.913857143,95.370793109379,"A Coruna","A Coruna"
2020-08-14,16,307342.507428571,60619.9421428571,83.4132223548839,"Cuenca","Cuenca"
2020-08-14,17,1860802.00442857,162411.937,91.9285018784046,"Girona","Girona"
2020-08-14,18,1982174.41314286,94779.5542857143,95.403120171519,"Granada","Granada"
2020-08-14,19,374855.537857143,98755.1244285714,79.0509676155918,"Guadalajara","Guadalajara"
2020-08-14,20,1389769.62171429,75234.601,94.8353076628165,"Gipuzkoa","Gipuzkoa"
2020-08-14,21,1183749.37571429,67125.6817142857,94.5787890516902,"Huelva","Huelva"
2020-08-14,22,502264.457142857,52638.1065714286,90.4573409103546,"Huesca","Huesca"
2020-08-14,23,1140288.65642857,57839.9434285714,95.1526904457983,"Jaen","Jaen"
2020-08-14,24,1115970.852,57963.6165714286,95.0038760340965,"Leon","Leon"
2020-08-14,25,812512.045714286,71781.9458571429,91.7787795876603,"Lleida","Lleida"
2020-08-14,26,680654.205714286,89783.7982857143,88.3023750569024,"La Rioja","La Rioja"
2020-08-14,27,825674.984142857,77163.3755714286,91.4067402477474,"Lugo","Lugo"
2020-08-14,28,11141183.5967143,449304.901714286,96.1052987625289,"Community of Madrid","Community of Madrid"
2020-08-14,29,4468388.64628571,137158.911,96.990216245376,"Malaga","Malaga"
2020-08-14,30,3378706.50028571,176049.912142857,95.0351349017827,"Region of Murcia","Region of Murcia"
2020-08-14,31,1293998.27742857,107665.286714286,92.2534099064256,"Navarre","Navarre"
2020-08-14,32,774431.032857143,53821.0557142857,93.4362946575748,"Province of Ourense","Province of Ourense"
2020-08-14,33,2646059.61028571,78635.7087142857,97.0811271396953,"Asturias","Asturias"
2020-08-14,34,337748.833571429,38498.7562857143,89.6896038959539,"Palencia","Palencia"
2020-08-14,35,3105349.077,8994.16342857143,99.7111163377213,"Las Palmas","Las Palmas"
2020-08-14,35,3099573.90414286,9245.66814285714,99.7024566259979,"Las Palmas","Las Palmas"
2020-08-14,35,3093798.73128571,9497.17285714286,99.6937969142744,"Las Palmas","Las Palmas"
2020-08-14,36,2798912.25642857,138481.404714286,95.2549663259855,"Pontevedra","Pontevedra"
2020-08-14,37,707810.58,43765.047,94.1184959236848,"Salamanca","Salamanca"
2020-08-14,38,2691784.92242857,8196.21757142857,99.6961900093622,"Santa Cruz de Tenerife","Santa Cruz de Tenerife"
2020-08-14,38,2684724.80385714,8730.65771428571,99.675461112047,"Santa Cruz de Tenerife","Santa Cruz de Tenerife"
2020-08-14,38,2677664.68528571,9265.09785714286,99.6547322147318,"Santa Cruz de Tenerife","Santa Cruz de Tenerife"
2020-08-14,38,2670529.44171429,9638.27214285714,99.6399375610045,"Santa Cruz de Tenerife","Santa Cruz de Tenerife"
2020-08-14,39,1760793.30785714,114342.870142857,93.8576326545396,"Cantabria","Cantabria"
2020-08-14,40,260132.848142857,42379.1445714286,85.8705462206538,"Segovia","Segovia"
2020-08-14,41,3649107.258,175154.53,95.4018277691024,"Seville","Seville"
2020-08-14,42,173909.123285714,16235.0707142857,91.3707722403526,"Soria","Soria"
2020-08-14,43,1738747.36842857,143902.497714286,92.2974616616748,"Tarragona","Tarragona"
2020-08-14,44,220105.996857143,34177.7887142857,86.4373199619687,"Teruel","Teruel"
2020-08-14,45,1213225.83314286,205461.288857143,85.4526114642641,"Toledo","Toledo"
2020-08-14,46,5405905.65942857,206500.081142857,96.2993207269363,"Valencia","Valencia"
2020-08-14,47,1026756.73642857,65546.8621428571,93.9483689343873,"Valladolid","Valladolid"
2020-08-14,48,2082800.33657143,125308.838,94.2937244194479,"Biscay","Biscay"
2020-08-14,49,381708.111428571,42529.4514285714,89.9247444704747,"Zamora","Zamora"
2020-08-14,50,1776348.37185714,85544.1051428571,95.3778581128538,"Zaragoza","Zaragoza"
2020-08-14,51,222681.662428571,4052.628,98.1966953504857,"Ceuta","Ceuta"
2020-08-14,52,220798.246142857,791.267,99.6470545568534,"Melilla","Melilla"
2020-08-15,1,541641.737571429,82572.3635714286,86.7210407437958,"Alava","Alava"
2020-08-15,2,718793.210428571,71250.2234285714,90.876808279785,"Albacete","Albacete"
2020-08-15,3,4698507.82485714,245359.679,95.0037047046246,"Alicante","Alicante"
2020-08-15,4,1748775.48157143,69465.8947142857,96.1312411425038,"Almeria","Almeria"
2020-08-15,5,294090.806571429,54354.289,84.2782657787073,"Avila","Avila"
2020-08-15,6,1288695.961,55680.5587142857,95.8310331555963,"Badajoz","Badajoz"
2020-08-15,7,3173751.47885714,23539.8765714286,99.2633244611861,"Balearic Islands","Balearic Islands"
2020-08-15,7,3119780.96514286,23455.9718571429,99.2532335311059,"Balearic Islands","Balearic Islands"
2020-08-15,7,3065810.45142857,23372.0671428571,99.2431426010256,"Balearic Islands","Balearic Islands"
2020-08-15,8,10788296.1081429,330210.919857143,96.993416132343,"Barcelona","Barcelona"
2020-08-15,9,691653.827285714,70000.15,90.6717489041473,"Burgos","Burgos"
2020-08-15,10,689911.690571429,61479.8118571428,91.7444079948666,"Caceres","Caceres"
2020-08-15,11,3483625.73985714,131057.135,96.3333037077905,"Cadiz","Cadiz"
2020-08-15,12,1470795.492,100795.880428571,93.5396956531251,"Castellon","Castellon"
2020-08-15,13,947106.596571429,59012.401,94.1052662431731,"Ciudad Real","Ciudad Real"
2020-08-15,14,1577236.03514286,84044.0224285714,94.9214033493804,"Cordoba","Cordoba"
2020-08-15,15,2956965.83171429,142793.750142857,95.3516453125103,"A Coruna","A Coruna"
2020-08-15,16,307093.372285714,61253.0397142857,83.2454326507232,"Cuenca","Cuenca"
2020-08-15,17,1855687.215,165019.072428571,91.7852511148739,"Girona","Girona"
2020-08-15,18,1968275.12028571,95488.2587142857,95.3326320544507,"Granada","Granada"
2020-08-15,19,370911.658428571,98446.6657142857,78.9089109939228,"Guadalajara","Guadalajara"
2020-08-15,20,1355863.26628571,73336.9795714286,94.8230195086764,"Gipuzkoa","Gipuzkoa"
2020-08-15,21,1176422.32671429,68043.6224285714,94.4699140722483,"Huelva","Huelva"
2020-08-15,22,498143.998714286,53252.0164285714,90.276388038285,"Huesca","Huesca"
2020-08-15,23,1133792.63714286,58632.017,95.0539812204906,"Jaen","Jaen"
2020-08-15,24,1103276.08957143,57662.6394285714,94.9633172117072,"Leon","Leon"
