"date","orig_province","trips_internal","trips_not_internal","share_of_internal_trips","Nombre_Zona","location_google"
2020-03-01,1,NA,NA,NA,"Alava","Alava"
2020-03-01,2,NA,NA,NA,"Albacete","Albacete"
2020-03-01,3,NA,NA,NA,"Alicante","Alicante"
2020-03-01,4,NA,NA,NA,"Almeria","Almeria"
2020-03-01,5,NA,NA,NA,"Avila","Avila"
2020-03-01,6,NA,NA,NA,"Badajoz","Badajoz"
2020-03-01,7,NA,NA,NA,"Balearic Islands","Balearic Islands"
2020-03-01,7,NA,NA,NA,"Balearic Islands","Balearic Islands"
2020-03-01,7,NA,NA,NA,"Balearic Islands","Balearic Islands"
2020-03-01,8,NA,NA,NA,"Barcelona","Barcelona"
2020-03-01,9,NA,NA,NA,"Burgos","Burgos"
2020-03-01,10,NA,NA,NA,"Caceres","Caceres"
2020-03-01,11,NA,NA,NA,"Cadiz","Cadiz"
2020-03-01,12,NA,NA,NA,"Castellon","Castellon"
2020-03-01,13,NA,NA,NA,"Ciudad Real","Ciudad Real"
2020-03-01,14,NA,NA,NA,"Cordoba","Cordoba"
2020-03-01,15,NA,NA,NA,"A Coruna","A Coruna"
2020-03-01,16,NA,NA,NA,"Cuenca","Cuenca"
2020-03-01,17,NA,NA,NA,"Girona","Girona"
2020-03-01,18,NA,NA,NA,"Granada","Granada"
2020-03-01,19,NA,NA,NA,"Guadalajara","Guadalajara"
2020-03-01,20,NA,NA,NA,"Gipuzkoa","Gipuzkoa"
2020-03-01,21,NA,NA,NA,"Huelva","Huelva"
2020-03-01,22,NA,NA,NA,"Huesca","Huesca"
2020-03-01,23,NA,NA,NA,"Jaen","Jaen"
2020-03-01,24,NA,NA,NA,"Leon","Leon"
2020-03-01,25,NA,NA,NA,"Lleida","Lleida"
2020-03-01,26,NA,NA,NA,"La Rioja","La Rioja"
2020-03-01,27,NA,NA,NA,"Lugo","Lugo"
2020-03-01,28,NA,NA,NA,"Community of Madrid","Community of Madrid"
2020-03-01,29,NA,NA,NA,"Malaga","Malaga"
2020-03-01,30,NA,NA,NA,"Region of Murcia","Region of Murcia"
2020-03-01,31,NA,NA,NA,"Navarre","Navarre"
2020-03-01,32,NA,NA,NA,"Province of Ourense","Province of Ourense"
2020-03-01,33,NA,NA,NA,"Asturias","Asturias"
2020-03-01,34,NA,NA,NA,"Palencia","Palencia"
2020-03-01,35,NA,NA,NA,"Las Palmas","Las Palmas"
2020-03-01,35,NA,NA,NA,"Las Palmas","Las Palmas"
2020-03-01,35,NA,NA,NA,"Las Palmas","Las Palmas"
2020-03-01,36,NA,NA,NA,"Pontevedra","Pontevedra"
2020-03-01,37,NA,NA,NA,"Salamanca","Salamanca"
2020-03-01,38,NA,NA,NA,"Santa Cruz de Tenerife","Santa Cruz de Tenerife"
2020-03-01,38,NA,NA,NA,"Santa Cruz de Tenerife","Santa Cruz de Tenerife"
2020-03-01,38,NA,NA,NA,"Santa Cruz de Tenerife","Santa Cruz de Tenerife"
2020-03-01,38,NA,NA,NA,"Santa Cruz de Tenerife","Santa Cruz de Tenerife"
2020-03-01,39,NA,NA,NA,"Cantabria","Cantabria"
2020-03-01,40,NA,NA,NA,"Segovia","Segovia"
2020-03-01,41,NA,NA,NA,"Seville","Seville"
2020-03-01,42,NA,NA,NA,"Soria","Soria"
2020-03-01,43,NA,NA,NA,"Tarragona","Tarragona"
2020-03-01,44,NA,NA,NA,"Teruel","Teruel"
2020-03-01,45,NA,NA,NA,"Toledo","Toledo"
2020-03-01,46,NA,NA,NA,"Valencia","Valencia"
2020-03-01,47,NA,NA,NA,"Valladolid","Valladolid"
2020-03-01,48,NA,NA,NA,"Biscay","Biscay"
2020-03-01,49,NA,NA,NA,"Zamora","Zamora"
2020-03-01,50,NA,NA,NA,"Zaragoza","Zaragoza"
2020-03-01,51,NA,NA,NA,"Ceuta","Ceuta"
2020-03-01,52,NA,NA,NA,"Melilla","Melilla"
2020-03-02,1,NA,NA,NA,"Alava","Alava"
2020-03-02,2,NA,NA,NA,"Albacete","Albacete"
2020-03-02,3,NA,NA,NA,"Alicante","Alicante"
2020-03-02,4,NA,NA,NA,"Almeria","Almeria"
2020-03-02,5,NA,NA,NA,"Avila","Avila"
2020-03-02,6,NA,NA,NA,"Badajoz","Badajoz"
2020-03-02,7,NA,NA,NA,"Balearic Islands","Balearic Islands"
2020-03-02,7,NA,NA,NA,"Balearic Islands","Balearic Islands"
2020-03-02,7,NA,NA,NA,"Balearic Islands","Balearic Islands"
2020-03-02,8,NA,NA,NA,"Barcelona","Barcelona"
2020-03-02,9,NA,NA,NA,"Burgos","Burgos"
2020-03-02,10,NA,NA,NA,"Caceres","Caceres"
2020-03-02,11,NA,NA,NA,"Cadiz","Cadiz"
2020-03-02,12,NA,NA,NA,"Castellon","Castellon"
2020-03-02,13,NA,NA,NA,"Ciudad Real","Ciudad Real"
2020-03-02,14,NA,NA,NA,"Cordoba","Cordoba"
2020-03-02,15,NA,NA,NA,"A Coruna","A Coruna"
2020-03-02,16,NA,NA,NA,"Cuenca","Cuenca"
2020-03-02,17,NA,NA,NA,"Girona","Girona"
2020-03-02,18,NA,NA,NA,"Granada","Granada"
2020-03-02,19,NA,NA,NA,"Guadalajara","Guadalajara"
2020-03-02,20,NA,NA,NA,"Gipuzkoa","Gipuzkoa"
2020-03-02,21,NA,NA,NA,"Huelva","Huelva"
2020-03-02,22,NA,NA,NA,"Huesca","Huesca"
2020-03-02,23,NA,NA,NA,"Jaen","Jaen"
2020-03-02,24,NA,NA,NA,"Leon","Leon"
2020-03-02,25,NA,NA,NA,"Lleida","Lleida"
2020-03-02,26,NA,NA,NA,"La Rioja","La Rioja"
2020-03-02,27,NA,NA,NA,"Lugo","Lugo"
2020-03-02,28,NA,NA,NA,"Community of Madrid","Community of Madrid"
2020-03-02,29,NA,NA,NA,"Malaga","Malaga"
2020-03-02,30,NA,NA,NA,"Region of Murcia","Region of Murcia"
2020-03-02,31,NA,NA,NA,"Navarre","Navarre"
2020-03-02,32,NA,NA,NA,"Province of Ourense","Province of Ourense"
2020-03-02,33,NA,NA,NA,"Asturias","Asturias"
2020-03-02,34,NA,NA,NA,"Palencia","Palencia"
2020-03-02,35,NA,NA,NA,"Las Palmas","Las Palmas"
2020-03-02,35,NA,NA,NA,"Las Palmas","Las Palmas"
2020-03-02,35,NA,NA,NA,"Las Palmas","Las Palmas"
2020-03-02,36,NA,NA,NA,"Pontevedra","Pontevedra"
2020-03-02,37,NA,NA,NA,"Salamanca","Salamanca"
2020-03-02,38,NA,NA,NA,"Santa Cruz de Tenerife","Santa Cruz de Tenerife"
2020-03-02,38,NA,NA,NA,"Santa Cruz de Tenerife","Santa Cruz de Tenerife"
2020-03-02,38,2780512.101,12100.2075714286,99.5519675297024,"Santa Cruz de Tenerife","Santa Cruz de Tenerife"
2020-03-02,38,2871665.8,11412.4034285714,99.5898825860843,"Santa Cruz de Tenerife","Santa Cruz de Tenerife"
2020-03-02,39,NA,NA,NA,"Cantabria","Cantabria"
2020-03-02,40,NA,NA,NA,"Segovia","Segovia"
2020-03-02,41,NA,NA,NA,"Seville","Seville"
2020-03-02,42,NA,NA,NA,"Soria","Soria"
2020-03-02,43,NA,NA,NA,"Tarragona","Tarragona"
2020-03-02,44,NA,NA,NA,"Teruel","Teruel"
2020-03-02,45,NA,NA,NA,"Toledo","Toledo"
2020-03-02,46,NA,NA,NA,"Valencia","Valencia"
2020-03-02,47,NA,NA,NA,"Valladolid","Valladolid"
2020-03-02,48,NA,NA,NA,"Biscay","Biscay"
2020-03-02,49,NA,NA,NA,"Zamora","Zamora"
2020-03-02,50,NA,NA,NA,"Zaragoza","Zaragoza"
2020-03-02,51,NA,NA,NA,"Ceuta","Ceuta"
2020-03-02,52,NA,NA,NA,"Melilla","Melilla"
2020-03-03,1,NA,NA,NA,"Alava","Alava"
2020-03-03,2,NA,NA,NA,"Albacete","Albacete"
2020-03-03,3,NA,NA,NA,"Alicante","Alicante"
2020-03-03,4,NA,NA,NA,"Almeria","Almeria"
2020-03-03,5,NA,NA,NA,"Avila","Avila"
2020-03-03,6,NA,NA,NA,"Badajoz","Badajoz"
2020-03-03,7,2816857.06842857,12614.4141428571,99.5464801832201,"Balearic Islands","Balearic Islands"
2020-03-03,7,2929497.18757143,12217.6544285714,99.5766539698681,"Balearic Islands","Balearic Islands"
2020-03-03,7,3042137.30671429,11820.8947142857,99.606827756516,"Balearic Islands","Balearic Islands"
2020-03-03,8,NA,NA,NA,"Barcelona","Barcelona"
2020-03-03,9,NA,NA,NA,"Burgos","Burgos"
2020-03-03,10,NA,NA,NA,"Caceres","Caceres"
2020-03-03,11,NA,NA,NA,"Cadiz","Cadiz"
2020-03-03,12,NA,NA,NA,"Castellon","Castellon"
2020-03-03,13,NA,NA,NA,"Ciudad Real","Ciudad Real"
2020-03-03,14,NA,NA,NA,"Cordoba","Cordoba"
2020-03-03,15,NA,NA,NA,"A Coruna","A Coruna"
2020-03-03,16,NA,NA,NA,"Cuenca","Cuenca"
2020-03-03,17,NA,NA,NA,"Girona","Girona"
2020-03-03,18,NA,NA,NA,"Granada","Granada"
2020-03-03,19,NA,NA,NA,"Guadalajara","Guadalajara"
2020-03-03,20,NA,NA,NA,"Gipuzkoa","Gipuzkoa"
2020-03-03,21,NA,NA,NA,"Huelva","Huelva"
2020-03-03,22,NA,NA,NA,"Huesca","Huesca"
2020-03-03,23,NA,NA,NA,"Jaen","Jaen"
2020-03-03,24,NA,NA,NA,"Leon","Leon"
2020-03-03,25,NA,NA,NA,"Lleida","Lleida"
2020-03-03,26,NA,NA,NA,"La Rioja","La Rioja"
2020-03-03,27,NA,NA,NA,"Lugo","Lugo"
2020-03-03,28,NA,NA,NA,"Community of Madrid","Community of Madrid"
2020-03-03,29,NA,NA,NA,"Malaga","Malaga"
2020-03-03,30,NA,NA,NA,"Region of Murcia","Region of Murcia"
2020-03-03,31,NA,NA,NA,"Navarre","Navarre"
2020-03-03,32,NA,NA,NA,"Province of Ourense","Province of Ourense"
2020-03-03,33,NA,NA,NA,"Asturias","Asturias"
2020-03-03,34,NA,NA,NA,"Palencia","Palencia"
2020-03-03,35,3294952.61028571,9548.48828571429,99.7038598490709,"Las Palmas","Las Palmas"
2020-03-03,35,3409360.01514286,9170.26871428572,99.7256475352233,"Las Palmas","Las Palmas"
2020-03-03,35,3523767.42,8792.04914285714,99.7474352213757,"Las Palmas","Las Palmas"
2020-03-03,36,NA,NA,NA,"Pontevedra","Pontevedra"
2020-03-03,37,NA,NA,NA,"Salamanca","Salamanca"
2020-03-03,38,2970751.79085714,10431.4695714286,99.6376410025044,"Santa Cruz de Tenerife","Santa Cruz de Tenerife"
2020-03-03,38,3069837.78171429,9450.53571428571,99.6853994189244,"Santa Cruz de Tenerife","Santa Cruz de Tenerife"
2020-03-03,38,3168923.77257143,8469.60185714286,99.7331578353445,"Santa Cruz de Tenerife","Santa Cruz de Tenerife"
2020-03-03,38,3176856.06442857,8176.47214285714,99.7430011953827,"Santa Cruz de Tenerife","Santa Cruz de Tenerife"
2020-03-03,39,NA,NA,NA,"Cantabria","Cantabria"
2020-03-03,40,NA,NA,NA,"Segovia","Segovia"
2020-03-03,41,NA,NA,NA,"Seville","Seville"
2020-03-03,42,NA,NA,NA,"Soria","Soria"
2020-03-03,43,NA,NA,NA,"Tarragona","Tarragona"
2020-03-03,44,NA,NA,NA,"Teruel","Teruel"
2020-03-03,45,NA,NA,NA,"Toledo","Toledo"
2020-03-03,46,NA,NA,NA,"Valencia","Valencia"
2020-03-03,47,NA,NA,NA,"Valladolid","Valladolid"
2020-03-03,48,NA,NA,NA,"Biscay","Biscay"
2020-03-03,49,NA,NA,NA,"Zamora","Zamora"
2020-03-03,50,NA,NA,NA,"Zaragoza","Zaragoza"
2020-03-03,51,NA,NA,NA,"Ceuta","Ceuta"
2020-03-03,52,NA,NA,NA,"Melilla","Melilla"
2020-03-04,1,NA,NA,NA,"Alava","Alava"
2020-03-04,2,NA,NA,NA,"Albacete","Albacete"
2020-03-04,3,NA,NA,NA,"Alicante","Alicante"
2020-03-04,4,NA,NA,NA,"Almeria","Almeria"
2020-03-04,5,NA,NA,NA,"Avila","Avila"
2020-03-04,6,NA,NA,NA,"Badajoz","Badajoz"
2020-03-04,7,3164042.88528571,11585.1401428571,99.6330775017202,"Balearic Islands","Balearic Islands"
2020-03-04,7,3210669.93942857,11393.4092857143,99.6447190592149,"Balearic Islands","Balearic Islands"
2020-03-04,7,3257296.99357143,11201.6784285714,99.6563606167096,"Balearic Islands","Balearic Islands"
2020-03-04,8,NA,NA,NA,"Barcelona","Barcelona"
2020-03-04,9,NA,NA,NA,"Burgos","Burgos"
2020-03-04,10,NA,NA,NA,"Caceres","Caceres"
2020-03-04,11,NA,NA,NA,"Cadiz","Cadiz"
2020-03-04,12,NA,NA,NA,"Castellon","Castellon"
2020-03-04,13,NA,NA,NA,"Ciudad Real","Ciudad Real"
2020-03-04,14,NA,NA,NA,"Cordoba","Cordoba"
2020-03-04,15,NA,NA,NA,"A Coruna","A Coruna"
2020-03-04,16,NA,NA,NA,"Cuenca","Cuenca"
2020-03-04,17,NA,NA,NA,"Girona","Girona"
2020-03-04,18,NA,NA,NA,"Granada","Granada"
2020-03-04,19,NA,NA,NA,"Guadalajara","Guadalajara"
2020-03-04,20,NA,NA,NA,"Gipuzkoa","Gipuzkoa"
2020-03-04,21,NA,NA,NA,"Huelva","Huelva"
2020-03-04,22,NA,NA,NA,"Huesca","Huesca"
2020-03-04,23,NA,NA,NA,"Jaen","Jaen"
2020-03-04,24,NA,NA,NA,"Leon","Leon"
2020-03-04,25,NA,NA,NA,"Lleida","Lleida"
2020-03-04,26,NA,NA,NA,"La Rioja","La Rioja"
2020-03-04,27,NA,NA,NA,"Lugo","Lugo"
2020-03-04,28,NA,NA,NA,"Community of Madrid","Community of Madrid"
2020-03-04,29,NA,NA,NA,"Malaga","Malaga"
2020-03-04,30,NA,NA,NA,"Region of Murcia","Region of Murcia"
2020-03-04,31,NA,NA,NA,"Navarre","Navarre"
2020-03-04,32,NA,NA,NA,"Province of Ourense","Province of Ourense"
2020-03-04,33,NA,NA,NA,"Asturias","Asturias"
2020-03-04,34,NA,NA,NA,"Palencia","Palencia"
2020-03-04,35,3641430.29442857,8495.51285714286,99.7671958417677,"Las Palmas","Las Palmas"
2020-03-04,35,3647356.56171429,8378.80128571429,99.7707696016253,"Las Palmas","Las Palmas"
2020-03-04,35,3653282.829,8262.08971428572,99.7743433614829,"Las Palmas","Las Palmas"
2020-03-04,36,NA,NA,NA,"Pontevedra","Pontevedra"
2020-03-04,37,NA,NA,NA,"Salamanca","Salamanca"
2020-03-04,38,3184296.80371429,7949.992,99.7507348329409,"Santa Cruz de Tenerife","Santa Cruz de Tenerife"
2020-03-04,38,3191737.543,7723.51185714286,99.7584684704992,"Santa Cruz de Tenerife","Santa Cruz de Tenerife"
2020-03-04,38,3199178.28228571,7497.03171428571,99.7662021080574,"Santa Cruz de Tenerife","Santa Cruz de Tenerife"
2020-03-04,38,3198686.72971429,7563.68128571429,99.7640923855775,"Santa Cruz de Tenerife","Santa Cruz de Tenerife"
2020-03-04,39,NA,NA,NA,"Cantabria","Cantabria"
2020-03-04,40,NA,NA,NA,"Segovia","Segovia"
2020-03-04,41,NA,NA,NA,"Seville","Seville"
2020-03-04,42,NA,NA,NA,"Soria","Soria"
2020-03-04,43,NA,NA,NA,"Tarragona","Tarragona"
2020-03-04,44,NA,NA,NA,"Teruel","Teruel"
2020-03-04,45,NA,NA,NA,"Toledo","Toledo"
2020-03-04,46,NA,NA,NA,"Valencia","Valencia"
2020-03-04,47,NA,NA,NA,"Valladolid","Valladolid"
2020-03-04,48,NA,NA,NA,"Biscay","Biscay"
2020-03-04,49,NA,NA,NA,"Zamora","Zamora"
2020-03-04,50,NA,NA,NA,"Zaragoza","Zaragoza"
2020-03-04,51,NA,NA,NA,"Ceuta","Ceuta"
2020-03-04,52,NA,NA,NA,"Melilla","Melilla"
2020-03-05,1,NA,NA,NA,"Alava","Alava"
2020-03-05,2,NA,NA,NA,"Albacete","Albacete"
2020-03-05,3,NA,NA,NA,"Alicante","Alicante"
2020-03-05,4,NA,NA,NA,"Almeria","Almeria"
2020-03-05,5,NA,NA,NA,"Avila","Avila"
2020-03-05,6,NA,NA,NA,"Badajoz","Badajoz"
2020-03-05,7,3307468.27228571,11521.9338571429,99.6532305157157,"Balearic Islands","Balearic Islands"
2020-03-05,7,3320277.95628571,12194.9252857143,99.6345348157835,"Balearic Islands","Balearic Islands"
2020-03-05,7,3333087.64028571,12867.9167142857,99.6158391158512,"Balearic Islands","Balearic Islands"
2020-03-05,8,NA,NA,NA,"Barcelona","Barcelona"
2020-03-05,9,NA,NA,NA,"Burgos","Burgos"
2020-03-05,10,NA,NA,NA,"Caceres","Caceres"
2020-03-05,11,NA,NA,NA,"Cadiz","Cadiz"
2020-03-05,12,NA,NA,NA,"Castellon","Castellon"
2020-03-05,13,NA,NA,NA,"Ciudad Real","Ciudad Real"
2020-03-05,14,NA,NA,NA,"Cordoba","Cordoba"
2020-03-05,15,NA,NA,NA,"A Coruna","A Coruna"
2020-03-05,16,NA,NA,NA,"Cuenca","Cuenca"
2020-03-05,17,NA,NA,NA,"Girona","Girona"
2020-03-05,18,NA,NA,NA,"Granada","Granada"
2020-03-05,19,NA,NA,NA,"Guadalajara","Guadalajara"
2020-03-05,20,NA,NA,NA,"Gipuzkoa","Gipuzkoa"
2020-03-05,21,NA,NA,NA,"Huelva","Huelva"
2020-03-05,22,NA,NA,NA,"Huesca","Huesca"
2020-03-05,23,NA,NA,NA,"Jaen","Jaen"
2020-03-05,24,NA,NA,NA,"Leon","Leon"
2020-03-05,25,NA,NA,NA,"Lleida","Lleida"
2020-03-05,26,NA,NA,NA,"La Rioja","La Rioja"
2020-03-05,27,NA,NA,NA,"Lugo","Lugo"
2020-03-05,28,NA,NA,NA,"Community of Madrid","Community of Madrid"
2020-03-05,29,NA,NA,NA,"Malaga","Malaga"
2020-03-05,30,NA,NA,NA,"Region of Murcia","Region of Murcia"
2020-03-05,31,NA,NA,NA,"Navarre","Navarre"
2020-03-05,32,NA,NA,NA,"Province of Ourense","Province of Ourense"
2020-03-05,33,NA,NA,NA,"Asturias","Asturias"
2020-03-05,34,NA,NA,NA,"Palencia","Palencia"
2020-03-05,35,3659115.55514286,8336.80285714286,99.7727186786597,"Las Palmas","Las Palmas"
2020-03-05,35,3662277.48357143,8609.91085714286,99.7654931702184,"Las Palmas","Las Palmas"
2020-03-05,35,3665439.412,8883.01885714286,99.7582676617771,"Las Palmas","Las Palmas"
2020-03-05,36,NA,NA,NA,"Pontevedra","Pontevedra"
2020-03-05,37,NA,NA,NA,"Salamanca","Salamanca"
2020-03-05,38,3198094.47085714,7850.36028571429,99.7551282232538,"Santa Cruz de Tenerife","Santa Cruz de Tenerife"
2020-03-05,38,3197502.212,8137.03928571429,99.7461640609301,"Santa Cruz de Tenerife","Santa Cruz de Tenerife"
2020-03-05,38,3196909.95314286,8423.71828571429,99.7371998986064,"Santa Cruz de Tenerife","Santa Cruz de Tenerife"
2020-03-05,38,3196809.24685714,8643.74771428572,99.7303454587627,"Santa Cruz de Tenerife","Santa Cruz de Tenerife"
2020-03-05,39,NA,NA,NA,"Cantabria","Cantabria"
2020-03-05,40,NA,NA,NA,"Segovia","Segovia"
2020-03-05,41,NA,NA,NA,"Seville","Seville"
2020-03-05,42,NA,NA,NA,"Soria","Soria"
2020-03-05,43,NA,NA,NA,"Tarragona","Tarragona"
2020-03-05,44,NA,NA,NA,"Teruel","Teruel"
2020-03-05,45,NA,NA,NA,"Toledo","Toledo"
2020-03-05,46,NA,NA,NA,"Valencia","Valencia"
2020-03-05,47,NA,NA,NA,"Valladolid","Valladolid"
2020-03-05,48,NA,NA,NA,"Biscay","Biscay"
2020-03-05,49,NA,NA,NA,"Zamora","Zamora"
2020-03-05,50,NA,NA,NA,"Zaragoza","Zaragoza"
2020-03-05,51,NA,NA,NA,"Ceuta","Ceuta"
2020-03-05,52,NA,NA,NA,"Melilla","Melilla"
2020-03-06,1,NA,NA,NA,"Alava","Alava"
2020-03-06,2,NA,NA,NA,"Albacete","Albacete"
2020-03-06,3,NA,NA,NA,"Alicante","Alicante"
2020-03-06,4,NA,NA,NA,"Almeria","Almeria"
2020-03-06,5,NA,NA,NA,"Avila","Avila"
2020-03-06,6,NA,NA,NA,"Badajoz","Badajoz"
2020-03-06,7,3341939.42371429,14029.3675714286,99.5820873810716,"Balearic Islands","Balearic Islands"
2020-03-06,7,3341525.74771429,15029.8132857143,99.5522596877358,"Balearic Islands","Balearic Islands"
2020-03-06,7,3341112.07171429,16030.259,99.5224319943999,"Balearic Islands","Balearic Islands"
2020-03-06,8,NA,NA,NA,"Barcelona","Barcelona"
2020-03-06,9,NA,NA,NA,"Burgos","Burgos"
2020-03-06,10,NA,NA,NA,"Caceres","Caceres"
2020-03-06,11,NA,NA,NA,"Cadiz","Cadiz"
2020-03-06,12,NA,NA,NA,"Castellon","Castellon"
2020-03-06,13,NA,NA,NA,"Ciudad Real","Ciudad Real"
2020-03-06,14,NA,NA,NA,"Cordoba","Cordoba"
2020-03-06,15,NA,NA,NA,"A Coruna","A Coruna"
2020-03-06,16,NA,NA,NA,"Cuenca","Cuenca"
2020-03-06,17,NA,NA,NA,"Girona","Girona"
2020-03-06,18,NA,NA,NA,"Granada","Granada"
2020-03-06,19,NA,NA,NA,"Guadalajara","Guadalajara"
2020-03-06,20,NA,NA,NA,"Gipuzkoa","Gipuzkoa"
2020-03-06,21,NA,NA,NA,"Huelva","Huelva"
2020-03-06,22,NA,NA,NA,"Huesca","Huesca"
2020-03-06,23,NA,NA,NA,"Jaen","Jaen"
2020-03-06,24,NA,NA,NA,"Leon","Leon"
2020-03-06,25,NA,NA,NA,"Lleida","Lleida"
2020-03-06,26,NA,NA,NA,"La Rioja","La Rioja"
2020-03-06,27,NA,NA,NA,"Lugo","Lugo"
2020-03-06,28,NA,NA,NA,"Community of Madrid","Community of Madrid"
2020-03-06,29,NA,NA,NA,"Malaga","Malaga"
2020-03-06,30,NA,NA,NA,"Region of Murcia","Region of Murcia"
2020-03-06,31,NA,NA,NA,"Navarre","Navarre"
2020-03-06,32,NA,NA,NA,"Province of Ourense","Province of Ourense"
2020-03-06,33,NA,NA,NA,"Asturias","Asturias"
2020-03-06,34,NA,NA,NA,"Palencia","Palencia"
2020-03-06,35,3665038.43114286,9457.31828571429,99.7425660429077,"Las Palmas","Las Palmas"
2020-03-06,35,3661381.98071429,9949.93442857143,99.7288914897988,"Las Palmas","Las Palmas"
2020-03-06,35,3657725.53028571,10442.5505714286,99.7152169366899,"Las Palmas","Las Palmas"
2020-03-06,36,NA,NA,NA,"Pontevedra","Pontevedra"
2020-03-06,37,NA,NA,NA,"Salamanca","Salamanca"
2020-03-06,38,3192872.31842857,9044.977,99.7174597684289,"Santa Cruz de Tenerife","Santa Cruz de Tenerife"
2020-03-06,38,3188935.39,9446.20628571429,99.7045740780951,"Santa Cruz de Tenerife","Santa Cruz de Tenerife"
2020-03-06,38,3184998.46157143,9847.43557142857,99.6916883877613,"Santa Cruz de Tenerife","Santa Cruz de Tenerife"
2020-03-06,38,3181162.23942857,10028.6354285714,99.6856571372712,"Santa Cruz de Tenerife","Santa Cruz de Tenerife"
2020-03-06,39,NA,NA,NA,"Cantabria","Cantabria"
2020-03-06,40,NA,NA,NA,"Segovia","Segovia"
2020-03-06,41,NA,NA,NA,"Seville","Seville"
2020-03-06,42,NA,NA,NA,"Soria","Soria"
2020-03-06,43,NA,NA,NA,"Tarragona","Tarragona"
2020-03-06,44,NA,NA,NA,"Teruel","Teruel"
2020-03-06,45,NA,NA,NA,"Toledo","Toledo"
2020-03-06,46,NA,NA,NA,"Valencia","Valencia"
2020-03-06,47,NA,NA,NA,"Valladolid","Valladolid"
2020-03-06,48,NA,NA,NA,"Biscay","Biscay"
2020-03-06,49,NA,NA,NA,"Zamora","Zamora"
2020-03-06,50,NA,NA,NA,"Zaragoza","Zaragoza"
2020-03-06,51,NA,NA,NA,"Ceuta","Ceuta"
2020-03-06,52,NA,NA,NA,"Melilla","Melilla"
2020-03-07,1,817835.793,94052.9987142857,89.6847201884522,"Alava","Alava"
2020-03-07,2,848827.683857143,60976.667,93.1720881281744,"Albacete","Albacete"
2020-03-07,3,4864396.64414286,177706.778142857,96.4335683167502,"Alicante","Alicante"
2020-03-07,4,1854727.52742857,56710.5338571429,96.9447425626488,"Almeria","Almeria"
2020-03-07,5,282643.441285714,36085.7387142857,88.5104462835568,"Avila","Avila"
2020-03-07,6,1456797.85028571,52444.2324285714,96.4367072141636,"Badajoz","Badajoz"
2020-03-07,7,3273519.51842857,16070.8378571429,99.5129278472748,"Balearic Islands","Balearic Islands"
2020-03-07,7,3202382.74057143,15599.4304285714,99.5181953586383,"Balearic Islands","Balearic Islands"
2020-03-07,7,3131245.96271429,15128.023,99.5234628700018,"Balearic Islands","Balearic Islands"
2020-03-07,8,15862879.0954286,264859.625285714,98.3317481576823,"Barcelona","Barcelona"
2020-03-07,9,855133.097428571,60738.8852857143,93.2800941264263,"Burgos","Burgos"
2020-03-07,10,731495.794714286,48794.8037142857,93.5795591831218,"Caceres","Caceres"
2020-03-07,11,3362125.11371429,106658.583571429,96.8454243016773,"Cadiz","Cadiz"
2020-03-07,12,1517061.87028571,82008.493,94.8208302998499,"Castellon","Castellon"
2020-03-07,13,1002923.88985714,56426.5707142857,94.5953503786936,"Ciudad Real","Ciudad Real"
2020-03-07,14,1980101.97628571,88873.859,95.6374499232532,"Cordoba","Cordoba"
2020-03-07,15,3409492.18485714,116612.480428571,96.6511549253257,"A Coruna","A Coruna"
2020-03-07,16,302811.277,50348.027,85.6063168124028,"Cuenca","Cuenca"
2020-03-07,17,1697900.91928571,122248.141142857,93.1826790870045,"Girona","Girona"
2020-03-07,18,2354907.57471429,89405.1578571429,96.2157943360646,"Granada","Granada"
2020-03-07,19,436638.857285714,105800.032428571,80.3647183919235,"Guadalajara","Guadalajara"
2020-03-07,20,1702416.68985714,75262.0892857143,95.7527911238397,"Gipuzkoa","Gipuzkoa"
2020-03-07,21,1164806.19185714,56580.593,95.2184661899232,"Huelva","Huelva"
2020-03-07,22,498146.942571429,45629.9082857143,91.5099080536014,"Huesca","Huesca"
2020-03-07,23,1272574.43185714,58367.9591428572,95.5026322383334,"Jaen","Jaen"
2020-03-07,24,1220525.107,40343,96.746141921477,"Leon","Leon"
2020-03-07,25,952130.291,62993.5794285714,93.675316154152,"Lleida","Lleida"
2020-03-07,26,793228.258142857,75044.4497142857,91.3145748240473,"La Rioja","La Rioja"
2020-03-07,27,870849.834857143,55084.348,93.9763718923192,"Lugo","Lugo"
2020-03-07,28,18573339.8002857,444835.282714286,97.6266746015041,"Community of Madrid","Community of Madrid"
2020-03-07,29,4562469.86942857,110475.030142857,97.5583840998014,"Malaga","Malaga"
2020-03-07,30,4174677.61457143,152750.680714286,96.4472829448105,"Region of Murcia","Region of Murcia"
2020-03-07,31,1582841.239,92748.1377142857,94.4200532543443,"Navarre","Navarre"
2020-03-07,32,840216.186,42550.3232857143,95.1056087215043,"Province of Ourense","Province of Ourense"
2020-03-07,33,2818063.65342857,40041.612,98.5681439002112,"Asturias","Asturias"
2020-03-07,34,367084.095714286,30273.756,92.3238070629206,"Palencia","Palencia"
2020-03-07,35,3580604.16514286,10646.807,99.7031188114561,"Las Palmas","Las Palmas"
2020-03-07,35,3503576.34114286,10659.6387142857,99.6962191289031,"Las Palmas","Las Palmas"
2020-03-07,35,3426548.51714286,10672.4704285714,99.6893194463501,"Las Palmas","Las Palmas"
